x,y,z,u,v
-1.0939,-1.6743,-0.225,1.1389747,0.33733374
-1.1604,-1.7761,-0.225,1.1408155,0.33775765
-1.2306,-1.8836,-0.225,1.1427664,0.33822805
-0.80339,-1.8315,-0.225,1.1400076,0.33783573
-0.8522,-1.9428,-0.225,1.1418194,0.33817613
-0.90381,-2.0605,-0.225,1.1437227,0.3385445
-0.49097,-1.9388,-0.225,1.1409544,0.3384158
-0.5208,-2.0566,-0.225,1.1427649,0.3386991
-0.55234,-2.1812,-0.225,1.1446551,0.33899915
-0.16516,-1.9932,-0.225,1.1412224,0.3388617
-0.17519,-2.1143,-0.225,1.143008,0.33910584
-0.1858,-2.2423,-0.225,1.1448737,0.33936697
0.16516,-1.9932,-0.225,1.1408315,0.33922398
0.17519,-2.1143,-0.225,1.1425563,0.33944768
0.1858,-2.2423,-0.225,1.144372,0.33969486
0.49097,-1.9388,-0.225,1.1400263,0.3395877
0.5208,-2.0566,-0.225,1.1416239,0.3397988
0.55234,-2.1812,-0.225,1.1433254,0.34004253
0.80339,-1.8315,-0.225,1.1391377,0.3399452
0.8522,-1.9428,-0.225,1.1405096,0.34012675
0.90381,-2.0605,-0.225,1.1419973,0.34035534
1.0939,-1.6743,-0.225,1.1385833,0.34019113
1.1604,-1.7761,-0.225,1.139602,0.34026295
1.2306,-1.8836,-0.225,1.1407449,0.34039688
1.3546,-1.4714,-0.225,1.138883,0.34033048
1.4369,-1.5609,-0.225,1.1394132,0.3401553
1.5239,-1.6554,-0.225,1.140071,0.34004647
1.5783,-1.2284,-0.225,1.1405169,0.34066713
1.6742,-1.3031,-0.225,1.1404669,0.34014457
1.7756,-1.382,-0.225,1.1405345,0.33968335
1.7589,-0.95189,-0.225,1.1435308,0.3415349
1.8658,-1.0097,-0.225,1.1429249,0.34068382
1.9788,-1.0709,-0.225,1.1423979,0.3398804
1.8916,-0.6494,-0.225,1.1470863,0.34275568
2.0066,-0.68886,-0.225,1.1461978,0.34175104
2.1281,-0.73057,-0.225,1.1453451,0.34078115
1.9727,-0.32919,-0.225,1.1490877,0.34329444
2.0924,-0.34916,-0.225,1.1483163,0.3423677
2.2193,-0.37034,-0.225,1.1475916,0.34148425
2.0,0.0,0.0125,1.0478019,0.29394707
1.9727,0.32919,0.0125,1.0456463,0.29258484
2.0928,0.34922,0.0125,1.0460409,0.29244167
2.1215,-4.1784e-07,0.0125,1.0481195,0.2937651
2.2193,0.37034,0.0125,1.0464408,0.29230902
2.25,0.0,0.0125,1.0484036,0.29357678
1.8916,0.6494,0.0125,1.0436982,0.29129666
2.0066,0.68886,0.0125,1.0442412,0.29122257
2.1281,0.73057,0.0125,1.0448165,0.2911688
1.7589,0.95189,0.0125,1.0430168,0.29058594
1.8658,1.0097,0.0125,1.0438908,0.29066405
1.9788,1.0709,0.0125,1.0448148,0.2907716
1.5783,1.2284,0.0125,1.043227,0.29026955
1.6742,1.3031,0.0125,1.0445709,0.29055852
1.7756,1.382,0.0125,1.0459753,0.29088527
1.3546,1.4714,0.0125,1.0433792,0.28991926
1.4369,1.5609,0.0125,1.0452344,0.29042757
1.5239,1.6554,0.0125,1.0471685,0.2909851
1.0939,1.6743,0.0125,1.0430721,0.28942323
1.1604,1.7761,0.0125,1.0454483,0.29014945
1.2306,1.8836,0.0125,1.0479482,0.2909472
0.80339,1.8315,0.0125,1.0427434,0.28910255
0.8522,1.9428,0.0125,1.0456853,0.29007652
0.90381,2.0605,0.0125,1.0488299,0.29115972
0.49097,1.9388,0.0125,1.0428133,0.28922564
0.5208,2.0566,0.0125,1.0463128,0.29046
0.55234,2.1812,0.0125,1.0500891,0.29183865
0.16516,1.9932,0.0125,1.0431397,0.2897055
0.17519,2.1143,0.0125,1.0470375,0.29113787
0.1858,2.2423,0.0125,1.0512474,0.29272896
-0.16516,1.9932,0.0125,1.0434648,0.2903276
-0.17519,2.1143,0.0125,1.0475109,0.2918486
-0.1858,2.2423,0.0125,1.0518683,0.29352283
-0.49097,1.9388,0.0125,1.0439082,0.2910097
-0.5208,2.0566,0.0125,1.0478948,0.29252642
-0.55234,2.1812,0.0125,1.0521702,0.29418057
-0.80339,1.8315,0.0125,1.0448582,0.29178602
-0.8522,1.9428,0.0125,1.0487083,0.29325718
-0.90381,2.0605,0.0125,1.0528102,0.29484606
-1.0939,1.6743,0.0125,1.046369,0.29261398
-1.1604,1.7761,0.0125,1.0500937,0.29403216
-1.2306,1.8836,0.0125,1.0540344,0.2955501
-1.3546,1.4714,0.0125,1.0478195,0.2932893
-1.4369,1.5609,0.0125,1.051369,0.2946326
-1.5239,1.6554,0.0125,1.0551008,0.29606068
-1.5783,1.2284,0.0125,1.0485177,0.2936285
-1.6742,1.3031,0.0125,1.0517824,0.29486465
-1.7756,1.382,0.0125,1.0551805,0.29616588
-1.7589,0.95189,0.0125,1.0483642,0.2936286
-1.8658,1.0097,0.0125,1.0513226,0.29475898
-1.9788,1.0709,0.0125,1.0543716,0.29593682
-1.8916,0.6494,0.0125,1.0476604,0.29337758
-2.0066,0.68886,0.0125,1.0504174,0.29444462
-2.1281,0.73057,0.0125,1.0532489,0.29555133
-1.9727,0.32919,0.0125,1.0466788,0.2929392
-2.0926,0.34919,0.0125,1.0493605,0.29398495
-2.2193,0.37034,0.0125,1.0521313,0.29507452
-2.0,2.4493e-17,0.0125,1.0457796,0.2924716
-2.1215,-4.703e-07,0.0125,1.0484911,0.2935302
-2.25,-2.7555e-17,0.0125,1.0513152,0.29464012
-1.9727,-0.32919,0.0125,1.0454769,0.2922657
-2.0926,-0.34919,0.0125,1.0483719,0.29340822
-2.2193,-0.37034,0.0125,1.0514101,0.2946155
-1.8916,-0.6494,0.0125,1.0455858,0.29228133
-2.0066,-0.68886,0.0125,1.0487354,0.29354885
-2.1281,-0.73057,0.0125,1.0520679,0.29490352
-1.7589,-0.95189,0.0125,1.045005,0.29198852
-1.8658,-1.0097,0.0125,1.0481632,0.29325974
-1.9788,-1.0709,0.0125,1.0515057,0.2946229
-1.5783,-1.2284,0.0125,1.0433967,0.29120794
-1.6742,-1.3031,0.0125,1.0462015,0.29228944
-1.7756,-1.382,0.0125,1.049138,0.29343778
-1.3546,-1.4714,0.0125,1.0420762,0.29059264
-1.4369,-1.5609,0.0125,1.0444618,0.2914341
-1.5239,-1.6554,0.0125,1.0469222,0.2923104
-1.0939,-1.6743,0.0125,1.042305,0.29078928
-1.1604,-1.7761,0.0125,1.0444931,0.29148996
-1.2306,-1.8836,0.0125,1.0467262,0.2922039
-0.80339,-1.8315,0.0125,1.0436211,0.29161194
-0.8522,-1.9428,0.0125,1.0457513,0.29224592
-0.90381,-2.0605,0.0125,1.047904,0.29287523
-0.49097,-1.9388,0.0125,1.0446968,0.29244483
-0.5208,-2.0566,0.0125,1.0467404,0.29301667
-0.55234,-2.1812,0.0125,1.0487788,0.29356772
-0.16516,-1.9932,0.0125,1.0448035,0.29292816
-0.17519,-2.1143,0.0125,1.0467204,0.29343903
-0.1858,-2.2423,0.0125,1.0486217,0.29392534
0.16516,-1.9932,0.0125,1.0439643,0.2930361
0.17519,-2.1143,0.0125,1.0457454,0.29349893
0.1858,-2.2423,0.0125,1.0475217,0.29394424
0.49097,-1.9388,0.0125,1.0425129,0.29287183
0.5208,-2.0566,0.0125,1.0441291,0.29328972
0.55234,-2.1812,0.0125,1.0457555,0.29369944
0.80339,-1.8315,0.0125,1.0409471,0.29257005
0.8522,-1.9428,0.0125,1.0423396,0.29292864
0.90381,-2.0605,0.0125,1.0437467,0.29328722
1.0939,-1.6743,0.0125,1.0399203,0.29228342
1.1604,-1.7761,0.0125,1.0410433,0.29254988
1.2306,-1.8836,0.0125,1.0421746,0.2928216
1.3546,-1.4714,0.0125,1.0399828,0.29216522
1.4369,-1.5609,0.0125,1.0408099,0.29228663
1.5239,-1.6554,0.0125,1.0416362,0.2924124
1.5783,-1.2284,0.0125,1.0412824,0.2923618
1.6742,-1.3031,0.0125,1.0417747,0.29228753
1.7756,-1.382,0.0125,1.0422436,0.29220745
1.7589,-0.95189,0.0125,1.0436106,0.29297996
1.8658,-1.0097,0.0125,1.0437745,0.29271603
1.9788,-1.0709,0.0125,1.0438713,0.2924282
1.8916,-0.6494,0.0125,1.0463777,0.29389086
2.0066,-0.68886,0.0125,1.0463973,0.29354748
2.1281,-0.73057,0.0125,1.0463119,0.2931651
1.9727,-0.32919,0.0125,1.0482297,0.2944562
2.0924,-0.34916,0.0125,1.0483768,0.29418266
2.2193,-0.37034,0.0125,1.048435,0.29387718
2.0,0.0,0.25,0.9498287,0.25095236
1.9727,0.32919,0.25,0.9488293,0.25030795
2.0928,0.34922,0.25,0.94959635,0.2504774
2.1215,-4.1784e-07,0.25,0.9505657,0.25110975
2.2193,0.37034,0.25,0.9502956,0.25061834
2.25,0.0,0.25,0.9512017,0.25122544
1.8916,0.6494,0.25,0.94753957,0.2494525
2.0066,0.68886,0.25,0.9483745,0.24964961
2.1281,0.73057,0.25,0.94916755,0.24982913
1.7589,0.95189,0.25,0.94677746,0.24874066
1.8658,1.0097,0.25,0.947837,0.24903077
1.9788,1.0709,0.25,0.9488766,0.2493159
1.5783,1.2284,0.25,0.94650483,0.24816138
1.6742,1.3031,0.25,0.94792366,0.24859199
1.7756,1.382,0.25,0.9493449,0.24903205
1.3546,1.4714,0.25,0.94639397,0.24762931
1.4369,1.5609,0.25,0.94824886,0.24821874
1.5239,1.6554,0.25,0.9501418,0.24883577
1.0939,1.6743,0.25,0.94636095,0.24723652
1.1604,1.7761,0.25,0.94870234,0.24800435
1.2306,1.8836,0.25,0.9511439,0.24882726
0.80339,1.8315,0.25,0.94641936,0.24712901
0.8522,1.9428,0.25,0.9492401,0.24809091
0.90381,2.0605,0.25,0.9522408,0.24914372
0.49097,1.9388,0.25,0.9463991,0.24728502
0.5208,2.0566,0.25,0.94958174,0.24841599
0.55234,2.1812,0.25,0.9530035,0.24966605
0.16516,1.9932,0.25,0.94614947,0.24757086
0.17519,2.1143,0.25,0.94950664,0.24880329
0.1858,2.2423,0.25,0.95313156,0.25016767
-0.16516,1.9932,0.25,0.9458298,0.2479153
-0.17519,2.1143,0.25,0.94919217,0.24917272
-0.1858,2.2423,0.25,0.95283043,0.25056225
-0.49097,1.9388,0.25,0.945887,0.24836454
-0.5208,2.0566,0.25,0.94916046,0.2495955
-0.55234,2.1812,0.25,0.9527017,0.25094923
-0.80339,1.8315,0.25,0.9467453,0.24899386
-0.8522,1.9428,0.25,0.94993734,0.25018913
-0.90381,2.0605,0.25,0.9533739,0.25149232
-1.0939,1.6743,0.25,0.94834566,0.24975823
-1.1604,1.7761,0.25,0.95150805,0.250933
-1.2306,1.8836,0.25,0.9548861,0.25220072
-1.3546,1.4714,0.25,0.9500135,0.2504595
-1.4369,1.5609,0.25,0.9531185,0.25161263
-1.5239,1.6554,0.25,0.9564061,0.25284535
-1.5783,1.2284,0.25,0.95102984,0.2508964
-1.6742,1.3031,0.25,0.9539907,0.25201145
-1.7756,1.382,0.25,0.9570832,0.25318807
-1.7589,0.95189,0.25,0.9511802,0.25099036
-1.8658,1.0097,0.25,0.95398176,0.25206894
-1.9788,1.0709,0.25,0.95687336,0.2531929
-1.8916,0.6494,0.25,0.95060843,0.2507469
-2.0066,0.68886,0.25,0.9533291,0.25181305
-2.1281,0.73057,0.25,0.95612943,0.2529189
-1.9727,0.32919,0.25,0.94955117,0.2502262
-2.0926,0.34919,0.25,0.95225215,0.25129062
-2.2193,0.37034,0.25,0.9550534,0.25240052
-2.0,-9.8608e-32,0.25,0.9485635,0.24968885
-2.1215,-4.703e-07,0.25,0.9512831,0.25076044
-2.25,-4.9304e-32,0.25,0.9541253,0.25188476
-1.9727,-0.32919,0.25,0.9484173,0.24953565
-2.0926,-0.34919,0.25,0.95128214,0.2506787
-2.2193,-0.37034,0.25,0.9542924,0.25188673
-1.8916,-0.6494,0.25,0.94898653,0.24974935
-2.0066,-0.68886,0.25,0.9520679,0.25100723
-2.1281,-0.73057,0.25,0.9553234,0.25235027
-1.7589,-0.95189,0.25,0.9490174,0.24975343
-1.8658,-1.0097,0.25,0.9520695,0.25100645
-1.9788,-1.0709,0.25,0.955283,0.25234485
-1.5783,-1.2284,0.25,0.94798535,0.24930246
-1.6742,-1.3031,0.25,0.9506577,0.25036532
-1.7756,-1.382,0.25,0.95342547,0.2514822
-1.3546,-1.4714,0.25,0.9470733,0.24897683
-1.4369,-1.5609,0.25,0.94934165,0.24982283
-1.5239,-1.6554,0.25,0.9516501,0.25069046
-1.0939,-1.6743,0.25,0.9473959,0.24932562
-1.1604,-1.7761,0.25,0.9494886,0.25006288
-1.2306,-1.8836,0.25,0.95160085,0.25080454
-0.80339,-1.8315,0.25,0.94853,0.2501703
-0.8522,-1.9428,0.25,0.95054674,0.25086254
-0.90381,-2.0605,0.25,0.9525594,0.2515431
-0.49097,-1.9388,0.25,0.94936174,0.250983
-0.5208,-2.0566,0.25,0.9512402,0.2516229
-0.55234,-2.1812,0.25,0.9530736,0.25223166
-0.16516,-1.9932,0.25,0.9492645,0.25140527
-0.17519,-2.1143,0.25,0.9509524,0.2519806
-0.1858,-2.2423,0.25,0.9525726,0.25251603
0.16516,-1.9932,0.25,0.94826174,0.251356
0.17519,-2.1143,0.25,0.9497659,0.25187057
0.1858,-2.2423,0.25,0.95120597,0.25234932
0.49097,-1.9388,0.25,0.9466736,0.2509101
0.5208,-2.0566,0.25,0.9479999,0.25136364
0.55234,-2.1812,0.25,0.9492723,0.25178856
0.80339,-1.8315,0.25,0.94494987,0.2502277
0.8522,-1.9428,0.25,0.9460839,0.25061077
0.90381,-2.0605,0.25,0.9471616,0.25096852
1.0939,-1.6743,0.25,0.9436548,0.24954686
1.1604,-1.7761,0.25,0.94460344,0.24985488
1.2306,-1.8836,0.25,0.94548166,0.25013742
1.3546,-1.4714,0.25,0.9432531,0.24911003
1.4369,-1.5609,0.25,0.9440492,0.24934408
1.5239,-1.6554,0.25,0.9447601,0.24955064
1.5783,-1.2284,0.25,0.943869,0.24906038
1.6742,-1.3031,0.25,0.9445154,0.2492102
1.7756,-1.382,0.25,0.945054,0.2493242
1.7589,-0.95189,0.25,0.9453964,0.24944904
1.8658,-1.0097,0.25,0.9458983,0.24951436
1.9788,-1.0709,0.25,0.94625616,0.24952717
1.8916,-0.6494,0.25,0.9475317,0.2501973
2.0066,-0.68886,0.25,0.94800055,0.25023502
2.1281,-0.73057,0.25,0.94829863,0.25020593
1.9727,-0.32919,0.25,0.9493916,0.25089383
2.0924,-0.34916,0.25,0.9499937,0.25098938
2.2193,-0.37034,0.25,0.95044535,0.2510235
2.0,0.0,0.4875,0.85379046,0.2129114
1.9727,0.32919,0.4875,0.85363495,0.2127794
2.0928,0.34922,0.4875,0.85449594,0.2130864
2.1215,-4.1784e-07,0.4875,0.85464585,0.21322149
2.2193,0.37034,0.4875,0.8552655,0.21335526
2.25,0.0,0.4875,0.8553846,0.21348485
1.8916,0.6494,0.4875,0.8527366,0.2122025
2.0066,0.68886,0.4875,0.8535927,0.2125
2.1281,0.73057,0.4875,0.8543792,0.21276906
1.7589,0.95189,0.4875,0.8518063,0.21147168
1.8658,1.0097,0.4875,0.8527697,0.21179959
1.9788,1.0709,0.4875,0.853686,0.21211249
1.5783,1.2284,0.4875,0.85117686,0.21075496
1.6742,1.3031,0.4875,0.85237116,0.2111491
1.7756,1.382,0.4875,0.8535472,0.21154481
1.3546,1.4714,0.4875,0.85100675,0.21021247
1.4369,1.5609,0.4875,0.852546,0.21070462
1.5239,1.6554,0.4875,0.85411406,0.21121933
1.0939,1.6743,0.4875,0.851298,0.20999667
1.1604,1.7761,0.4875,0.8532661,0.21062416
1.2306,1.8836,0.4875,0.8553369,0.21130382
0.80339,1.8315,0.4875,0.8516071,0.2100563
0.8522,1.9428,0.4875,0.85394245,0.21081935
0.90381,2.0605,0.4875,0.8564567,0.21166605
0.49097,1.9388,0.4875,0.85134757,0.21017574
0.5208,2.0566,0.4875,0.8538306,0.21101536
0.55234,2.1812,0.4875,0.8565318,0.2119576
0.16516,1.9932,0.4875,0.8504914,0.21024701
0.17519,2.1143,0.4875,0.8529119,0.21109194
0.1858,2.2423,0.4875,0.8555629,0.21204655
-0.16516,1.9932,0.4875,0.84965366,0.21036199
-0.17519,2.1143,0.4875,0.8519368,0.2111738
-0.1858,2.2423,0.4875,0.8544587,0.21209656
-0.49097,1.9388,0.4875,0.8495554,0.21067184
-0.5208,2.0566,0.4875,0.8517547,0.2114533
-0.55234,2.1812,0.4875,0.85419685,0.21234156
-0.80339,1.8315,0.4875,0.8504772,0.21121404
-0.8522,1.9428,0.4875,0.85270375,0.21199363
-0.90381,2.0605,0.4875,0.8551702,0.2128728
-1.0939,1.6743,0.4875,0.852065,0.21185665
-1.1604,1.7761,0.4875,0.85438275,0.21265577
-1.2306,1.8836,0.4875,0.8569268,0.21354578
-1.3546,1.4714,0.4875,0.85364825,0.21241786
-1.4369,1.5609,0.4875,0.8560208,0.21323568
-1.5239,1.6554,0.4875,0.8585919,0.21413444
-1.5783,1.2284,0.4875,0.8547206,0.21278083
-1.6742,1.3031,0.4875,0.8570874,0.21361424
-1.7756,1.382,0.4875,0.85960805,0.21451503
-1.7589,0.95189,0.4875,0.8550914,0.21287858
-1.8658,1.0097,0.4875,0.85745305,0.21373552
-1.9788,1.0709,0.4875,0.85993624,0.21464968
-1.8916,0.6494,0.4875,0.85473883,0.21265902
-2.0066,0.68886,0.4875,0.8571394,0.21354762
-2.1281,0.73057,0.4875,0.85966325,0.21449377
-1.9727,0.32919,0.4875,0.85379773,0.21215598
-2.0926,0.34919,0.4875,0.8562244,0.2130568
-2.2193,0.37034,0.4875,0.8588011,0.21402383
-2.0,-2.4493e-17,0.4875,0.8528952,0.2116602
-2.1215,-4.703e-07,0.4875,0.85531783,0.21255949
-2.25,2.7555e-17,0.4875,0.85790914,0.21353139
-1.9727,-0.32919,0.4875,0.8529111,0.21159013
-2.0926,-0.34919,0.4875,0.8554253,0.2125438
-2.2193,-0.37034,0.4875,0.85812104,0.21358022
-1.8916,-0.6494,0.4875,0.8537853,0.21194448
-2.0066,-0.68886,0.4875,0.85646105,0.21299691
-2.1281,-0.73057,0.4875,0.8593332,0.21414852
-1.7589,-0.95189,0.4875,0.8543049,0.21219489
-1.8658,-1.0097,0.4875,0.8569155,0.2132383
-1.9788,-1.0709,0.4875,0.85969144,0.21437465
-1.5783,-1.2284,0.4875,0.85386086,0.21208154
-1.6742,-1.3031,0.4875,0.8560934,0.21295379
-1.7756,-1.382,0.4875,0.85840786,0.21387988
-1.3546,-1.4714,0.4875,0.8533424,0.21202768
-1.4369,-1.5609,0.4875,0.8552134,0.21272483
-1.5239,-1.6554,0.4875,0.8571099,0.21344265
-1.0939,-1.6743,0.4875,0.8535584,0.21240221
-1.1604,-1.7761,0.4875,0.8552785,0.21302569
-1.2306,-1.8836,0.4875,0.85701215,0.21365678
-0.80339,-1.8315,0.4875,0.85422105,0.21307717
-0.8522,-1.9428,0.4875,0.85585386,0.21367754
-0.90381,-2.0605,0.4875,0.85747755,0.21427225
-0.49097,-1.9388,0.4875,0.8546414,0.21371822
-0.5208,-2.0566,0.4875,0.85611427,0.21428542
-0.55234,-2.1812,0.4875,0.85752976,0.21482679
-0.16516,-1.9932,0.4875,0.8544142,0.2140469
-0.17519,-2.1143,0.4875,0.8556725,0.21456082
-0.1858,-2.2423,0.4875,0.85683703,0.21503536
0.16516,-1.9932,0.4875,0.8535481,0.2139429
0.17519,-2.1143,0.4875,0.85460323,0.2143961
0.1858,-2.2423,0.4875,0.8555566,0.21480879
0.49097,-1.9388,0.4875,0.85226804,0.21342658
0.5208,-2.0566,0.4875,0.85315233,0.21381427
0.55234,-2.1812,0.4875,0.85393596,0.21416472
0.80339,-1.8315,0.4875,0.85084164,0.212618
0.8522,-1.9428,0.4875,0.8515811,0.21293508
0.90381,-2.0605,0.4875,0.852211,0.21321473
1.0939,-1.6743,0.4875,0.849542,0.21172802
1.1604,-1.7761,0.4875,0.8501717,0.21198416
1.2306,-1.8836,0.4875,0.8506751,0.21220072
1.3546,-1.4714,0.4875,0.84865034,0.21101819
1.4369,-1.5609,0.4875,0.8492185,0.21124177
1.5239,-1.6554,0.4875,0.8496484,0.21142662
1.5783,-1.2284,0.4875,0.848438,0.21070045
1.6742,-1.3031,0.4875,0.84897685,0.2109106
1.7756,-1.382,0.4875,0.8493674,0.21108127
1.7589,-0.95189,0.4875,0.8491328,0.2108851
1.8658,-1.0097,0.4875,0.849661,0.21108375
1.9788,-1.0709,0.4875,0.8500241,0.21123315
1.8916,-0.6494,0.4875,0.85073787,0.2115516
2.0066,-0.68886,0.4875,0.85132045,0.21176055
2.1281,-0.73057,0.4875,0.851725,0.21190816
1.9727,-0.32919,0.4875,0.85265523,0.21240586
2.0924,-0.34916,0.4875,0.8533859,0.21266818
2.2193,-0.37034,0.4875,0.85395944,0.21287109
2.0,0.0,0.725,0.75882506,0.17916206
1.9727,0.32919,0.725,0.7592807,0.17938864
2.0928,0.34922,0.725,0.7601024,0.17973058
2.1215,-4.1784e-07,0.725,0.7596359,0.17950737
2.2193,0.37034,0.725,0.76084113,0.18004335
2.25,0.0,0.725,0.7603481,0.17982057
1.8916,0.6494,0.725,0.7586121,0.17899613
2.0066,0.68886,0.725,0.759374,0.17929986
2.1281,0.73057,0.725,0.76006854,0.17958148
1.7589,0.95189,0.725,0.75748193,0.17825323
1.8658,1.0097,0.725,0.7582331,0.17852667
1.9788,1.0709,0.725,0.75893813,0.17879018
1.5783,1.2284,0.725,0.75658816,0.17749552
1.6742,1.3031,0.725,0.7574321,0.17776205
1.7756,1.382,0.725,0.75826114,0.17803448
1.3546,1.4714,0.725,0.7564728,0.17705706
1.4369,1.5609,0.725,0.7575583,0.17736353
1.5239,1.6554,0.725,0.75868165,0.17769642
1.0939,1.6743,0.725,0.7571092,0.17707467
1.1604,1.7761,0.725,0.7585488,0.1774748
1.2306,1.8836,0.725,0.7601061,0.17793024
0.80339,1.8315,0.725,0.7576573,0.17731917
0.8522,1.9428,0.725,0.7593446,0.17780115
0.90381,2.0605,0.725,0.7612177,0.17836401
0.49097,1.9388,0.725,0.7572528,0.1774466
0.5208,2.0566,0.725,0.7588866,0.17792472
0.55234,2.1812,0.725,0.7607214,0.1784918
0.16516,1.9932,0.725,0.7560012,0.17738545
0.17519,2.1143,0.725,0.7573514,0.17778412
0.1858,2.2423,0.725,0.758891,0.17826918
-0.16516,1.9932,0.725,0.75487876,0.17735665
-0.17519,2.1143,0.725,0.7559647,0.17767316
-0.1858,2.2423,0.725,0.75723714,0.1780735
-0.49097,1.9388,0.725,0.7547783,0.17757791
-0.5208,2.0566,0.725,0.755808,0.17787099
-0.55234,2.1812,0.725,0.75703853,0.17824793
-0.80339,1.8315,0.725,0.7557553,0.17801698
-0.8522,1.9428,0.725,0.75694066,0.17834958
-0.90381,2.0605,0.725,0.75835,0.17876904
-1.0939,1.6743,0.725,0.7571548,0.17845003
-1.1604,1.7761,0.725,0.7585527,0.17883837
-1.2306,1.8836,0.725,0.760183,0.17931367
-1.3546,1.4714,0.725,0.75839806,0.17873901
-1.4369,1.5609,0.725,0.75995195,0.17917298
-1.5239,1.6554,0.725,0.761721,0.17968857
-1.5783,1.2284,0.725,0.7593082,0.17889732
-1.6742,1.3031,0.725,0.7609894,0.17938548
-1.7756,1.382,0.725,0.762856,0.17994906
-1.7589,0.95189,0.725,0.75978065,0.17891207
-1.8658,1.0097,0.725,0.76161045,0.17947263
-1.9788,1.0709,0.725,0.76361054,0.18010786
-1.8916,0.6494,0.725,0.7596239,0.17869413
-2.0066,0.68886,0.725,0.76160336,0.1793209
-2.1281,0.73057,0.725,0.7637698,0.18003097
-1.9727,0.32919,0.725,0.7588489,0.17824724
-2.0926,0.34919,0.725,0.7608812,0.17889225
-2.2193,0.37034,0.725,0.76313317,0.1796324
-2.0,-4.8986e-17,0.725,0.75809455,0.17785384
-2.1215,-4.703e-07,0.725,0.7600844,0.17848429
-2.25,5.5109e-17,0.725,0.7623053,0.17921455
-1.9727,-0.32919,0.725,0.75824594,0.17788857
-2.0926,-0.34919,0.725,0.76026,0.17855245
-2.2193,-0.37034,0.725,0.76250505,0.1793227
-1.8916,-0.6494,0.725,0.7592757,0.17834112
-2.0066,-0.68886,0.725,0.76138383,0.17908323
-2.1281,-0.73057,0.725,0.7637224,0.17994344
-1.7589,-0.95189,0.725,0.76010513,0.17876792
-1.8658,-1.0097,0.725,0.76211596,0.17950054
-1.9788,-1.0709,0.725,0.7643062,0.18033761
-1.5783,-1.2284,0.725,0.7601097,0.17892255
-1.6742,-1.3031,0.725,0.76176775,0.17951763
-1.7756,-1.382,0.725,0.7635039,0.18017115
-1.3546,-1.4714,0.725,0.7598336,0.17904772
-1.4369,-1.5609,0.725,0.7611848,0.17951787
-1.5239,-1.6554,0.725,0.762556,0.18001324
-1.0939,-1.6743,0.725,0.75977576,0.17933741
-1.1604,-1.7761,0.725,0.7609966,0.17976627
-1.2306,-1.8836,0.725,0.7622311,0.18021075
-0.80339,-1.8315,0.725,0.7598467,0.17974302
-0.8522,-1.9428,0.725,0.7609744,0.18016821
-0.90381,-2.0605,0.725,0.7620969,0.18059984
-0.49097,-1.9388,0.725,0.7598269,0.18014298
-0.5208,-2.0566,0.725,0.760801,0.1805594
-0.55234,-2.1812,0.725,0.76171976,0.18096411
-0.16516,-1.9932,0.725,0.75957006,0.18037036
-0.17519,-2.1143,0.725,0.7603452,0.18075708
-0.1858,-2.2423,0.725,0.76101834,0.18111536
0.16516,-1.9932,0.725,0.7590567,0.18028235
0.17519,-2.1143,0.725,0.759644,0.18062118
0.1858,-2.2423,0.725,0.76010746,0.18092462
0.49097,-1.9388,0.725,0.7583569,0.1798333
0.5208,-2.0566,0.725,0.75880075,0.18011174
0.55234,-2.1812,0.725,0.75910985,0.18035302
0.80339,-1.8315,0.725,0.75749254,0.17907408
0.8522,-1.9428,0.725,0.7578423,0.17928705
0.90381,-2.0605,0.725,0.7580434,0.17946011
1.0939,-1.6743,0.725,0.7563951,0.17814153
1.1604,-1.7761,0.725,0.7566905,0.1783014
1.2306,-1.8836,0.725,0.7568228,0.17842004
1.3546,-1.4714,0.725,0.75513554,0.17726623
1.4369,-1.5609,0.725,0.75541127,0.17740831
1.5239,-1.6554,0.725,0.755522,0.17751591
1.5783,-1.2284,0.725,0.7541629,0.1767286
1.6742,-1.3031,0.725,0.7544649,0.17688969
1.7756,-1.382,0.725,0.7546146,0.17702687
1.7589,-0.95189,0.725,0.7540924,0.17674163
1.8658,-1.0097,0.725,0.75446373,0.1769343
1.9788,-1.0709,0.725,0.75469303,0.17710385
1.8916,-0.6494,0.725,0.7552291,0.17735302
2.0066,-0.68886,0.725,0.75571895,0.17758507
2.1281,-0.73057,0.725,0.7560673,0.17778444
1.9727,-0.32919,0.725,0.7571719,0.17833365
2.0924,-0.34916,0.725,0.75783765,0.17862678
2.2193,-0.37034,0.725,0.75837684,0.17888337
2.0,0.0,0.9625,0.66376543,0.1489047
1.9727,0.32919,0.9625,0.6646544,0.14937276
2.0928,0.34922,0.9625,0.6654143,0.14969411
2.1215,-4.1784e-07,0.9625,0.66447896,0.14921522
2.2193,0.37034,0.9625,0.66612136,0.1500085
2.25,0.0,0.9625,0.6651342,0.1495214
1.8916,0.6494,0.9625,0.6641307,0.14911112
2.0066,0.68886,0.9625,0.66479766,0.14937598
2.1281,0.73057,0.9625,0.6654215,0.14963716
1.7589,0.95189,0.9625,0.6628144,0.14837915
1.8658,1.0097,0.9625,0.66335964,0.14855877
1.9788,1.0709,0.9625,0.66387975,0.14874385
1.5783,1.2284,0.9625,0.66172224,0.14765117
1.6742,1.3031,0.9625,0.66222113,0.14775662
