x,y,z,u,v
-0.90381,2.0605,-1.175,1.5230391,0.56825614
-1.0939,1.6743,-1.175,1.536551,0.579427
-1.1604,1.7761,-1.175,1.5294025,0.5737381
-1.2306,1.8836,-1.175,1.5240529,0.5691964
-1.3546,1.4714,-1.175,1.5333726,0.57695955
-1.4369,1.5609,-1.175,1.5252476,0.57060546
-1.5239,1.6554,-1.175,1.5189252,0.56539315
-1.5783,1.2284,-1.175,1.5287681,0.5731352
-1.6742,1.3031,-1.175,1.5195338,0.5659917
-1.7756,1.382,-1.175,1.5121362,0.56000805
-1.7589,0.95189,-1.175,1.5268836,0.5710717
-1.8658,1.0097,-1.175,1.5168011,0.56334823
-1.9788,1.0709,-1.175,1.5085624,0.5568048
-1.8916,0.6494,-1.175,1.5294703,0.57221705
-2.0066,0.68886,-1.175,1.5189966,0.564262
-2.1281,0.73057,-1.175,1.5102965,0.55746716
-1.9727,0.32919,-1.175,1.5348804,0.57556665
-2.0926,0.34919,-1.175,1.5246564,0.56781214
-2.2193,0.37034,-1.175,1.5160844,0.5611546
-2.0,1.4696e-16,-1.175,1.5387957,0.57823575
-2.1215,-4.703e-07,-1.175,1.5292895,0.57098097
-2.25,-1.6533e-16,-1.175,1.5213668,0.5647763
-1.9727,-0.32919,-1.175,1.5382514,0.57820624
-2.0926,-0.34919,-1.175,1.5293925,0.5714045
-2.2193,-0.37034,-1.175,1.5221438,0.56565815
-1.8916,-0.6494,-1.175,1.5355742,0.5769422
-2.0066,-0.68886,-1.175,1.5271142,0.57044345
-2.1281,-0.73057,-1.175,1.520312,0.56501794
-1.7589,-0.95189,-1.175,1.5356326,0.57752645
-1.8658,-1.0097,-1.175,1.5274856,0.5712909
-1.9788,-1.0709,-1.175,1.5209633,0.5661035
-1.5783,-1.2284,-1.175,1.5399318,0.5807513
-1.6742,-1.3031,-1.175,1.5321672,0.5748239
-1.7756,-1.382,-1.175,1.5258887,0.5698655
-1.3546,-1.4714,-1.175,1.5445381,0.5837884
-1.4369,-1.5609,-1.175,1.537196,0.57815516
-1.5239,-1.6554,-1.175,1.5311806,0.57340187
-1.0939,-1.6743,-1.175,1.5438523,0.5827571
-1.1604,-1.7761,-1.175,1.5367044,0.5771779
-1.2306,-1.8836,-1.175,1.530793,0.57242143
-0.80339,-1.8315,-1.175,1.5372792,0.57732326
-0.8522,-1.9428,-1.175,1.5302176,0.571619
-0.90381,-2.0605,-1.175,1.5243988,0.56671983
-0.49097,-1.9388,-1.175,1.5296015,0.57103634
-0.5208,-2.0566,-1.175,1.5229244,0.5653476
-0.55234,-2.1812,-1.175,1.51757,0.5604829
-0.16516,-1.9932,-1.175,1.5252804,0.56740314
-0.17519,-2.1143,-1.175,1.5192735,0.5619705
-0.1858,-2.2423,-1.175,1.5146229,0.5573599
0.16516,-1.9932,-1.175,1.525481,0.5676367
0.17519,-2.1143,-1.175,1.5201969,0.5626486
0.1858,-2.2423,-1.175,1.5162184,0.55844426
0.49097,-1.9388,-1.175,1.5286828,0.5707825
0.5208,-2.0566,-1.175,1.5240822,0.56639755
0.55234,-2.1812,-1.175,1.5207403,0.56278324
0.80339,-1.8315,-1.175,1.5316528,0.5742587
0.8522,-1.9428,-1.175,1.527451,0.57040024
0.90381,-2.0605,-1.175,1.5245565,0.5673797
1.0939,-1.6743,-1.175,1.5313945,0.5753838
1.1604,-1.7761,-1.175,1.5267447,0.5714656
1.2306,-1.8836,-1.175,1.5234973,0.5684771
1.3546,-1.4714,-1.175,1.5283113,0.57390743
1.4369,-1.5609,-1.175,1.522156,0.569114
1.5239,-1.6554,-1.175,1.5174649,0.56529945
1.5783,-1.2284,-1.175,1.5267475,0.57258415
1.6742,-1.3031,-1.175,1.5185508,0.56644744
1.7756,-1.382,-1.175,1.5118688,0.5613255
1.7589,-0.95189,-1.175,1.5309544,0.5744543
1.8658,-1.0097,-1.175,1.520908,0.5670366
1.9788,-1.0709,-1.175,1.512368,0.5606443
1.8916,-0.6494,-1.175,1.5399449,0.5792822
2.0066,-0.68886,-1.175,1.5287777,0.57104933
2.1281,-0.73057,-1.175,1.5190651,0.56383514
1.9727,-0.32919,-1.175,1.546365,0.5825448
2.0924,-0.34916,-1.175,1.5348083,0.574
2.2193,-0.37034,-1.175,1.5247303,0.5665046
2.0,0.0,-0.9375,1.4457079,0.5131216
1.9727,0.32919,-0.9375,1.4365312,0.50690526
2.0928,0.34922,-0.9375,1.4287043,0.5011016
2.1215,-4.1784e-07,-0.9375,1.438063,0.5074447
2.2193,0.37034,-0.9375,1.422227,0.4961843
2.25,0.0,-0.9375,1.4316169,0.5025693
1.8916,0.6494,-0.9375,1.4293544,0.5021587
2.0066,0.68886,-0.9375,1.4215846,0.4963585
2.1281,0.73057,-0.9375,1.4151919,0.49144024
1.7589,0.95189,-0.9375,1.4290453,0.5019331
1.8658,1.0097,-0.9375,1.421741,0.49637812
1.9788,1.0709,-0.9375,1.4157519,0.4916492
1.5783,1.2284,-0.9375,1.4342531,0.5054188
1.6742,1.3031,-0.9375,1.427847,0.50039893
1.7756,1.382,-0.9375,1.4226346,0.49612218
1.3546,1.4714,-0.9375,1.4386127,0.50859964
1.4369,1.5609,-0.9375,1.4331284,0.50417316
1.5239,1.6554,-0.9375,1.428735,0.50042826
1.0939,1.6743,-0.9375,1.4368131,0.5079564
1.1604,1.7761,-0.9375,1.431798,0.50385475
1.2306,1.8836,-0.9375,1.4278232,0.5004083
0.80339,1.8315,-0.9375,1.4303756,0.5042353
0.8522,1.9428,-0.9375,1.4257402,0.50036
0.90381,2.0605,-0.9375,1.422204,0.49716806
0.49097,1.9388,-0.9375,1.4245913,0.5007082
0.5208,2.0566,-0.9375,1.4207053,0.49723083
0.55234,2.1812,-0.9375,1.4180584,0.49450403
0.16516,1.9932,-0.9375,1.4226999,0.49955165
0.17519,2.1143,-0.9375,1.4197135,0.49655873
0.1858,2.2423,-0.9375,1.418042,0.4943452
-0.16516,1.9932,-0.9375,1.4248617,0.50106055
-0.17519,2.1143,-0.9375,1.4225543,0.49846923
-0.1858,2.2423,-0.9375,1.421516,0.49662215
-0.49097,1.9388,-0.9375,1.4295435,0.50433224
-0.5208,2.0566,-0.9375,1.4276494,0.50204533
-0.55234,2.1812,-0.9375,1.4269307,0.50044775
-0.80339,1.8315,-0.9375,1.4340994,0.5075762
-0.8522,1.9428,-0.9375,1.4323738,0.505473
-0.90381,2.0605,-0.9375,1.4317758,0.5040381
-1.0939,1.6743,-0.9375,1.4358189,0.5088402
-1.1604,1.7761,-0.9375,1.4338224,0.5066202
-1.2306,1.8836,-0.9375,1.432946,0.505069
-1.3546,1.4714,-0.9375,1.4342887,0.5076952
-1.4369,1.5609,-0.9375,1.4315617,0.50501305
-1.5239,1.6554,-0.9375,1.4299556,0.5029943
-1.5783,1.2284,-0.9375,1.4317749,0.5056805
-1.6742,1.3031,-0.9375,1.4281609,0.5024196
-1.7756,1.382,-0.9375,1.4256873,0.4998327
-1.7589,0.95189,-0.9375,1.4309033,0.5047304
-1.8658,1.0097,-0.9375,1.426491,0.5009849
-1.9788,1.0709,-0.9375,1.4232285,0.49793154
-1.8916,0.6494,-0.9375,1.4328594,0.50575733
-2.0066,0.68886,-0.9375,1.427907,0.5017244
-2.1281,0.73057,-0.9375,1.4240772,0.49838567
-1.9727,0.32919,-0.9375,1.4367142,0.50817615
-2.0926,0.34919,-0.9375,1.4316721,0.50413346
-2.2193,0.37034,-0.9375,1.4277014,0.500763
-2.0,1.2246e-16,-0.9375,1.4395907,0.51012355
-2.1215,-4.703e-07,-0.9375,1.4348787,0.50630593
-2.25,-1.3777e-16,-0.9375,1.4312102,0.50313985
-1.9727,-0.32919,-0.9375,1.4392605,0.51017
-2.0926,-0.34919,-0.9375,1.4349872,0.506626
-2.2193,-0.37034,-0.9375,1.4317851,0.5037392
-1.8916,-0.6494,-0.9375,1.4370124,0.5091108
-2.0066,-0.68886,-0.9375,1.4330921,0.5057913
-2.1281,-0.73057,-0.9375,1.4302917,0.50314724
-1.7589,-0.95189,-0.9375,1.4359975,0.5088644
-1.8658,-1.0097,-0.9375,1.4322802,0.50569826
-1.9788,-1.0709,-0.9375,1.4296768,0.5031994
-1.5783,-1.2284,-0.9375,1.4375533,0.51012313
-1.6742,-1.3031,-0.9375,1.4339159,0.50704575
-1.7756,-1.382,-0.9375,1.4313004,0.5045866
-1.3546,-1.4714,-0.9375,1.4397237,0.51145864
-1.4369,-1.5609,-0.9375,1.4361401,0.50842404
-1.5239,-1.6554,-0.9375,1.433459,0.5059453
-1.0939,-1.6743,-0.9375,1.4391115,0.5105939
-1.1604,-1.7761,-0.9375,1.4355525,0.5075049
-1.2306,-1.8836,-0.9375,1.4328198,0.5049254
-0.80339,-1.8315,-0.9375,1.4352443,0.50730336
-0.8522,-1.9428,-0.9375,1.431813,0.50413555
-0.90381,-2.0605,-0.9375,1.4292061,0.5014591
-0.49097,-1.9388,-0.9375,1.4310629,0.5037695
-0.5208,-2.0566,-0.9375,1.428031,0.5006577
-0.55234,-2.1812,-0.9375,1.4258692,0.49804372
-0.16516,-1.9932,-0.9375,1.4291115,0.50204927
-0.17519,-2.1143,-0.9375,1.4265983,0.49912053
-0.1858,-2.2423,-0.9375,1.4249692,0.4966855
0.16516,-1.9932,-0.9375,1.4298949,0.5028084
0.17519,-2.1143,-0.9375,1.4278121,0.5001304
0.1858,-2.2423,-0.9375,1.4265785,0.49792206
0.49097,-1.9388,-0.9375,1.4324911,0.5054995
0.5208,-2.0566,-0.9375,1.4307213,0.50314325
0.55234,-2.1812,-0.9375,1.4297702,0.5012486
0.80339,-1.8315,-0.9375,1.4349102,0.5084905
0.8522,-1.9428,-0.9375,1.4332366,0.5064128
0.90381,-2.0605,-0.9375,1.4324175,0.5048445
1.0939,-1.6743,-0.9375,1.4350952,0.50984037
1.1604,-1.7761,-0.9375,1.4329264,0.5076466
1.2306,-1.8836,-0.9375,1.4316843,0.5060297
1.3546,-1.4714,-0.9375,1.4334038,0.50925267
1.4369,-1.5609,-0.9375,1.4299912,0.50635964
1.5239,-1.6554,-0.9375,1.4275603,0.50408244
1.5783,-1.2284,-0.9375,1.4331439,0.5087142
1.6742,-1.3031,-0.9375,1.4281262,0.5047917
1.7756,-1.382,-0.9375,1.4241447,0.50151825
1.7589,-0.95189,-0.9375,1.437253,0.5103796
1.8658,-1.0097,-0.9375,1.4307622,0.5054783
1.9788,-1.0709,-0.9375,1.4253144,0.50124323
1.8916,-0.6494,-0.9375,1.444587,0.51395935
2.0066,-0.68886,-0.9375,1.4371942,0.5084547
2.1281,-0.73057,-0.9375,1.4308131,0.5036201
1.9727,-0.32919,-0.9375,1.4492064,0.51598656
2.0924,-0.34916,-0.9375,1.441627,0.51035345
2.2193,-0.37034,-0.9375,1.4350849,0.505419
2.0,0.0,-0.7,1.3478656,0.4520986
1.9727,0.32919,-0.7,1.3403428,0.44715422
2.0928,0.34922,-0.7,1.3360595,0.44381022
2.1215,-4.1784e-07,-0.7,1.3435099,0.44871914
2.2193,0.37034,-0.7,1.3325835,0.4409758
2.25,0.0,-0.7,1.3398731,0.44580334
1.8916,0.6494,-0.7,1.3344483,0.44330823
2.0066,0.68886,-0.7,1.3303909,0.440072
2.1281,0.73057,-0.7,1.3271586,0.43734008
1.7589,0.95189,-0.7,1.3336308,0.44261342
1.8658,1.0097,-0.7,1.3300551,0.43962646
1.9788,1.0709,-0.7,1.3272734,0.43711376
1.5783,1.2284,-0.7,1.3368309,0.4444723
1.6742,1.3031,-0.7,1.3339795,0.44189137
1.7756,1.382,-0.7,1.3318504,0.43973857
1.3546,1.4714,-0.7,1.339613,0.44624084
1.4369,1.5609,-0.7,1.337493,0.4440955
1.5239,1.6554,-0.7,1.3360274,0.4423411
1.0939,1.6743,-0.7,1.338264,0.44560033
1.1604,1.7761,-0.7,1.3366331,0.44375008
1.2306,1.8836,-0.7,1.3356276,0.44227785
0.80339,1.8315,-0.7,1.3339959,0.4431454
0.8522,1.9428,-0.7,1.3328979,0.44158232
0.90381,2.0605,-0.7,1.3324836,0.44042665
0.49097,1.9388,-0.7,1.3306082,0.44112307
0.5208,2.0566,-0.7,1.3303525,0.43999034
0.55234,2.1812,-0.7,1.3308911,0.4393164
0.16516,1.9932,-0.7,1.3299887,0.44078243
0.17519,2.1143,-0.7,1.3306049,0.44010073
0.1858,2.2423,-0.7,1.3320634,0.43989283
-0.16516,1.9932,-0.7,1.3318076,0.44206858
-0.17519,2.1143,-0.7,1.3329935,0.44171178
-0.1858,2.2423,-0.7,1.3349758,0.44179493
-0.49097,1.9388,-0.7,1.3350196,0.44435668
-0.5208,2.0566,-0.7,1.3364679,0.4442035
-0.55234,2.1812,-0.7,1.3386297,0.4444425
-0.80339,1.8315,-0.7,1.338216,0.44664484
-0.8522,1.9428,-0.7,1.339721,0.44659817
-0.90381,2.0605,-0.7,1.3418868,0.4469186
-1.0939,1.6743,-0.7,1.3398342,0.44780135
-1.1604,1.7761,-0.7,1.3411129,0.4476688
-1.2306,1.8836,-0.7,1.3430309,0.447895
-1.3546,1.4714,-0.7,1.3394492,0.44749743
-1.4369,1.5609,-0.7,1.3401728,0.44704378
-1.5239,1.6554,-0.7,1.3415252,0.44693923
-1.5783,1.2284,-0.7,1.3381947,0.44654536
-1.6742,1.3031,-0.7,1.338199,0.445669
-1.7756,1.382,-0.7,1.3388293,0.44514066
-1.7589,0.95189,-0.7,1.3375695,0.44604504
-1.8658,1.0097,-0.7,1.3368711,0.44478905
-1.9788,1.0709,-0.7,1.336796,0.4438889
-1.8916,0.6494,-0.7,1.3384302,0.44658083
-2.0066,0.68886,-0.7,1.3372099,0.4450736
-2.1281,0.73057,-0.7,1.3366015,0.4439274
-1.9727,0.32919,-0.7,1.3404236,0.44788712
-2.0926,0.34919,-0.7,1.3390112,0.44631016
-2.2193,0.37034,-0.7,1.3381982,0.44509202
-2.0,9.7972e-17,-0.7,1.3419328,0.44893372
-2.1215,-4.703e-07,-0.7,1.340659,0.4474494
-2.25,-1.1022e-16,-0.7,1.3399878,0.44632047
-1.9727,-0.32919,-0.7,1.3415842,0.44889313
-2.0926,-0.34919,-0.7,1.3406215,0.4475773
-2.2193,-0.37034,-0.7,1.3402956,0.44662732
-1.8916,-0.6494,-0.7,1.3398759,0.44808894
-2.0066,-0.68886,-0.7,1.339231,0.4469456
-2.1281,-0.73057,-0.7,1.3392738,0.44618863
-1.7589,-0.95189,-0.7,1.3383193,0.44741517
-1.8658,-1.0097,-0.7,1.3378133,0.44635892
-1.9788,-1.0709,-0.7,1.3380027,0.44569004
-1.5783,-1.2284,-0.7,1.3378167,0.4473135
-1.6742,-1.3031,-0.7,1.3372158,0.44621974
-1.7756,-1.382,-0.7,1.3372463,0.44548106
-1.3546,-1.4714,-0.7,1.3379674,0.44738656
-1.4369,-1.5609,-0.7,1.337193,0.4461866
-1.5239,-1.6554,-0.7,1.3369589,0.4452952
-1.0939,-1.6743,-0.7,1.3374724,0.4467535
-1.1604,-1.7761,-0.7,1.3365982,0.4454283
-1.2306,-1.8836,-0.7,1.336202,0.4443742
-0.80339,-1.8315,-0.7,1.335959,0.44526792
-0.8522,-1.9428,-0.7,1.3351643,0.44386005
-0.90381,-2.0605,-0.7,1.33484,0.4427052
-0.49097,-1.9388,-0.7,1.3344854,0.44383347
-0.5208,-2.0566,-0.7,1.3339612,0.44244033
-0.55234,-2.1812,-0.7,1.3339299,0.44129986
-0.16516,-1.9932,-0.7,1.3340104,0.44336444
-0.17519,-2.1143,-0.7,1.3337929,0.44205505
-0.1858,-2.2423,-0.7,1.3340781,0.44099736
0.16516,-1.9932,-0.7,1.3347077,0.44420582
0.17519,-2.1143,-0.7,1.3346946,0.44301027
0.1858,-2.2423,-0.7,1.335171,0.4420578
0.49097,-1.9388,-0.7,1.336205,0.44614118
0.5208,-2.0566,-0.7,1.3362734,0.4450937
0.55234,-2.1812,-0.7,1.3368214,0.44428968
0.80339,-1.8315,-0.7,1.3375944,0.44831055
0.8522,-1.9428,-0.7,1.3375759,0.4473855
0.90381,-2.0605,-0.7,1.3380655,0.44673812
1.0939,-1.6743,-0.7,1.3378234,0.44951582
1.1604,-1.7761,-0.7,1.3373243,0.44845903
1.2306,-1.8836,-0.7,1.3373833,0.44772714
1.3546,-1.4714,-0.7,1.3372576,0.44949335
1.4369,-1.5609,-0.7,1.3357804,0.4479053
1.5239,-1.6554,-0.7,1.3349005,0.44666785
1.5783,-1.2284,-0.7,1.338074,0.44949812
1.6742,-1.3031,-0.7,1.3353782,0.4471469
1.7756,-1.382,-0.7,1.3333161,0.4451663
1.7589,-0.95189,-0.7,1.3419688,0.4509039
1.8658,-1.0097,-0.7,1.3381445,0.44783312
1.9788,-1.0709,-0.7,1.3349497,0.4451418
1.8916,-0.6494,-0.7,1.3477905,0.4534325
2.0066,-0.68886,-0.7,1.343301,0.44995123
2.1281,-0.73057,-0.7,1.339407,0.44684887
1.9727,-0.32919,-0.7,1.3510699,0.45461315
2.0924,-0.34916,-0.7,1.3465598,0.4511314
2.2193,-0.37034,-0.7,1.3426616,0.44804788
2.0,0.0,-0.4625,1.2482622,0.39506936
1.9727,0.32919,-0.4625,1.2427168,0.3915063
2.0928,0.34922,-0.4625,1.2408072,0.38976997
2.1215,-4.1784e-07,-0.4625,1.2462065,0.39325333
2.2193,0.37034,-0.4625,1.2393085,0.3882863
2.25,0.0,-0.4625,1.2445035,0.39166206
1.8916,0.6494,-0.4625,1.2383707,0.38868535
2.0066,0.68886,-0.4625,1.2367207,0.38707715
2.1281,0.73057,-0.4625,1.2355008,0.38572162
1.7589,0.95189,-0.4625,1.237535,0.38790303
1.8658,1.0097,-0.4625,1.236352,0.38653016
1.9788,1.0709,-0.4625,1.2355909,0.3853988
1.5783,1.2284,-0.4625,1.2393453,0.38869476
1.6742,1.3031,-0.4625,1.2387956,0.38765538
1.7756,1.382,-0.4625,1.2386334,0.38683742
1.3546,1.4714,-0.4625,1.240895,0.38943398
1.4369,1.5609,-0.4625,1.2409798,0.38873863
1.5239,1.6554,-0.4625,1.2414185,0.3882488
1.0939,1.6743,-0.4625,1.2399781,0.38883972
1.1604,1.7761,-0.4625,1.2405773,0.38841796
1.2306,1.8836,-0.4625,1.2415268,0.38820285
0.80339,1.8315,-0.4625,1.2375919,0.38743222
0.8522,1.9428,-0.4625,1.2387913,0.38731146
0.90381,2.0605,-0.4625,1.2404072,0.3874309
0.49097,1.9388,-0.4625,1.2361269,0.3865779
0.5208,2.0566,-0.4625,1.2381388,0.38685673
0.55234,2.1812,-0.4625,1.2406623,0.38742012
0.16516,1.9932,-0.4625,1.236404,0.38682884
0.17519,2.1143,-0.4625,1.2391696,0.38748384
0.1858,2.2423,-0.4625,1.2424858,0.38843548
-0.16516,1.9932,-0.4625,1.2378676,0.3879438
-0.17519,2.1143,-0.4625,1.2410641,0.38883686
-0.1858,2.2423,-0.4625,1.2447789,0.390002
-0.49097,1.9388,-0.4625,1.2399013,0.389517
-0.5208,2.0566,-0.4625,1.2432202,0.39052278
-0.55234,2.1812,-0.4625,1.2469946,0.3917644
-0.80339,1.8315,-0.4625,1.2420098,0.39108562
-0.8522,1.9428,-0.4625,1.2452787,0.392124
-0.90381,2.0605,-0.4625,1.2489519,0.3933735
-1.0939,1.6743,-0.4625,1.2435027,0.39209807
-1.1604,1.7761,-0.4625,1.2465651,0.3930596
-1.2306,1.8836,-0.4625,1.2500007,0.39421785
-1.3546,1.4714,-0.4625,1.2439001,0.39229006
-1.4369,1.5609,-0.4625,1.246545,0.39303237
-1.5239,1.6554,-0.4625,1.2495412,0.3939581
-1.5783,1.2284,-0.4625,1.2434458,0.3919592
-1.6742,1.3031,-0.4625,1.2455212,0.39240468
-1.7756,1.382,-0.4625,1.2479243,0.39302236
-1.7589,0.95189,-0.4625,1.2428634,0.39165515
-1.8658,1.0097,-0.4625,1.24436,0.39182413
-1.9788,1.0709,-0.4625,1.2461646,0.392161
-1.8916,0.6494,-0.4625,1.2427908,0.39174217
-2.0066,0.68886,-0.4625,1.2438569,0.39172554
-2.1281,0.73057,-0.4625,1.2452183,0.3918767
-1.9727,0.32919,-0.4625,1.2432413,0.39214736
-2.0926,0.34919,-0.4625,1.2441256,0.392065
-2.2193,0.37034,-0.4625,1.2453085,0.39215362
-2.0,7.3479e-17,-0.4625,1.2435476,0.39243257
-2.1215,-4.703e-07,-0.4625,1.2444943,0.39238888
-2.25,-8.2664e-17,-0.4625,1.2457583,0.39252102
-1.9727,-0.32919,-0.4625,1.2431359,0.39228177
-2.0926,-0.34919,-0.4625,1.2443285,0.3923555
-2.2193,-0.37034,-0.4625,1.2458751,0.3926183
-1.8916,-0.6494,-0.4625,1.242036,0.3917601
-2.0066,-0.68886,-0.4625,1.2435238,0.39197868
-2.1281,-0.73057,-0.4625,1.2454166,0.3924085
-1.7589,-0.95189,-0.4625,1.2404668,0.39101237
-1.8658,-1.0097,-0.4625,1.242045,0.391276
-1.9788,-1.0709,-0.4625,1.2440407,0.3917563
-1.5783,-1.2284,-0.4625,1.2388337,0.39021152
-1.6742,-1.3031,-0.4625,1.2401996,0.3903582
-1.7756,-1.382,-0.4625,1.2419329,0.39069718
-1.3546,-1.4714,-0.4625,1.2377636,0.3896044
-1.4369,-1.5609,-0.4625,1.2388153,0.38955778
-1.5239,-1.6554,-0.4625,1.2401613,0.38966632
-1.0939,-1.6743,-0.4625,1.2374737,0.38924986
-1.1604,-1.7761,-0.4625,1.2383518,0.38904464
-1.2306,-1.8836,-0.4625,1.2394736,0.3889631
-0.80339,-1.8315,-0.4625,1.2376008,0.38901788
-0.8522,-1.9428,-0.4625,1.2384961,0.38872308
-0.90381,-2.0605,-0.4625,1.2396216,0.388534
-0.49097,-1.9388,-0.4625,1.2377865,0.38890672
-0.5208,-2.0566,-0.4625,1.2388026,0.38858068
-0.55234,-2.1812,-0.4625,1.2400541,0.38835436
-0.16516,-1.9932,-0.4625,1.2379575,0.38909477
-0.17519,-2.1143,-0.4625,1.2390924,0.3887759
-0.1858,-2.2423,-0.4625,1.2404695,0.38855797
0.16516,-1.9932,-0.4625,1.238162,0.38974482
0.17519,-2.1143,-0.4625,1.2393436,0.3894549
0.1858,-2.2423,-0.4625,1.2407707,0.38926762
0.49097,-1.9388,-0.4625,1.2384198,0.39084673
0.5208,-2.0566,-0.4625,1.2395484,0.39060277
0.55234,-2.1812,-0.4625,1.2409277,0.39046776
0.80339,-1.8315,-0.4625,1.2386053,0.3920769
0.8522,-1.9428,-0.4625,1.2395484,0.3918599
0.90381,-2.0605,-0.4625,1.2407626,0.3917749
1.0939,-1.6743,-0.4625,1.2385415,0.39287162
1.1604,-1.7761,-0.4625,1.2390578,0.3925296
1.2306,-1.8836,-0.4625,1.2398725,0.39234883
1.3546,-1.4714,-0.4625,1.2386608,0.39307773
1.4369,-1.5609,-0.4625,1.238456,0.3923579
1.5239,-1.6554,-0.4625,1.2385707,0.39181292
1.5783,-1.2284,-0.4625,1.2401412,0.39336842
1.6742,-1.3031,-0.4625,1.2390593,0.3921116
1.7756,-1.382,-0.4625,1.2383085,0.39103538
1.7589,-0.95189,-0.4625,1.2436788,0.3945014
1.8658,-1.0097,-0.4625,1.2417743,0.3927406
1.9788,-1.0709,-0.4625,1.2401772,0.39115697
1.8916,-0.6494,-0.4625,1.2482389,0.39624566
2.0066,-0.68886,-0.4625,1.2458794,0.39422423
2.1281,-0.73057,-0.4625,1.2437863,0.3923722
1.9727,-0.32919,-0.4625,1.2506739,0.39695644
2.0924,-0.34916,-0.4625,1.2483913,0.39499772
2.2193,-0.37034,-0.4625,1.2463853,0.39322025
2.0,0.0,-0.225,1.1476722,0.34211695
1.9727,0.32919,-0.225,1.1439886,0.3397827
2.0928,0.34922,-0.225,1.1435585,0.33905047
2.1215,-4.1784e-07,-0.225,1.1471145,0.34131658
2.2193,0.37034,-0.225,1.1432822,0.33841413
2.25,0.0,-0.225,1.1466653,0.3405916
1.8916,0.6494,-0.225,1.1410214,0.33784556
2.0066,0.68886,-0.225,1.1408117,0.33722025
2.1281,0.73057,-0.225,1.1407801,0.33669692
1.7589,0.95189,-0.225,1.1402986,0.3371011
1.8658,1.0097,-0.225,1.1405039,0.33667755
1.9788,1.0709,-0.225,1.1408954,0.3363574
1.5783,1.2284,-0.225,1.141169,0.3372149
1.6742,1.3031,-0.225,1.1419331,0.33706546
1.7756,1.382,-0.225,1.1428756,0.33701694
1.3546,1.4714,-0.225,1.1418569,0.33727002
1.4369,1.5609,-0.225,1.1431936,0.3373993
1.5239,1.6554,-0.225,1.144704,0.3376299
1.0939,1.6743,-0.225,1.1412808,0.33672065
1.1604,1.7761,-0.225,1.1431464,0.3370998
1.2306,1.8836,-0.225,1.1452081,0.33759362
0.80339,1.8315,-0.225,1.1402047,0.33601165
0.8522,1.9428,-0.225,1.1426795,0.33667672
0.90381,2.0605,-0.225,1.1454238,0.337493
0.49097,1.9388,-0.225,1.1398823,0.335854
0.5208,2.0566,-0.225,1.1430689,0.3368585
0.55234,2.1812,-0.225,1.1466101,0.3380543
0.16516,1.9932,-0.225,1.1404604,0.3363648
0.17519,2.1143,-0.225,1.144239,0.33765894
0.1858,2.2423,-0.225,1.14841,0.33915782
-0.16516,1.9932,-0.225,1.1414185,0.33725917
-0.17519,2.1143,-0.225,1.1454862,0.33871192
-0.1858,2.2423,-0.225,1.149931,0.34035522
-0.49097,1.9388,-0.225,1.142523,0.33830732
-0.5208,2.0566,-0.225,1.1466027,0.33980197
-0.55234,2.1812,-0.225,1.1510175,0.34146208
-0.80339,1.8315,-0.225,1.1438708,0.33937776
-0.8522,1.9428,-0.225,1.147827,0.3408503
-0.90381,2.0605,-0.225,1.1520733,0.34246576
-1.0939,1.6743,-0.225,1.1453177,0.34027392
-1.1604,1.7761,-0.225,1.1490926,0.34167576
-1.2306,1.8836,-0.225,1.1531209,0.34320295
-1.3546,1.4714,-0.225,1.1463153,0.340773
-1.4369,1.5609,-0.225,1.1497954,0.34203482
-1.5239,1.6554,-0.225,1.1534995,0.34340698
-1.5783,1.2284,-0.225,1.1464943,0.34085006
-1.6742,1.3031,-0.225,1.1495482,0.341919
-1.7756,1.382,-0.225,1.1527864,0.34308082
-1.7589,0.95189,-0.225,1.1460595,0.3407023
-1.8658,1.0097,-0.225,1.148668,0.3415863
-1.9788,1.0709,-0.225,1.1514258,0.34254944
-1.8916,0.6494,-0.225,1.1454718,0.34053367
-2.0066,0.68886,-0.225,1.1477617,0.34129685
-2.1281,0.73057,-0.225,1.1501848,0.34213364
-1.9727,0.32919,-0.225,1.1449395,0.34037066
-2.0926,0.34919,-0.225,1.1470965,0.3410898
-2.2193,0.37034,-0.225,1.1493964,0.34188628
-2.0,4.8986e-17,-0.225,1.144437,0.34015465
-2.1215,-4.703e-07,-0.225,1.1466323,0.34089363
-2.25,-5.5109e-17,-0.225,1.1489937,0.341717
-1.9727,-0.32919,-0.225,1.1440332,0.3399443
-2.0926,-0.34919,-0.225,1.1464405,0.34077883
-2.2193,-0.37034,-0.225,1.149049,0.3417117
-1.8916,-0.6494,-0.225,1.1435626,0.33970678
-2.0066,-0.68886,-0.225,1.1462477,0.34067374
-2.1281,-0.73057,-0.225,1.1491816,0.34176219
-1.7589,-0.95189,-0.225,1.1423833,0.33912826
-1.8658,-1.0097,-0.225,1.1451166,0.34011418
-1.9788,-1.0709,-0.225,1.1481087,0.3412282
-1.5783,-1.2284,-0.225,1.1404694,0.33816677
-1.6742,-1.3031,-0.225,1.1429052,0.33898646
-1.7756,-1.382,-0.225,1.1455532,0.33991212
-1.3546,-1.4714,-0.225,1.1389886,0.33739126
-1.4369,-1.5609,-0.225,1.1410316,0.3379761
-1.5239,-1.6554,-0.225,1.1432248,0.33863354
