x,y,z,convected,diffused
-0.49097,1.9388,0.0125,0.29568,1.0613
-0.5208,2.0566,0.0125,0.29568,1.0613
-0.55234,2.1812,0.0125,0.29568,1.0613
-0.80339,1.8315,0.0125,0.29568,1.0613
-0.8522,1.9428,0.0125,0.29568,1.0613
-0.90381,2.0605,0.0125,0.29568,1.0613
-1.0939,1.6743,0.0125,0.29568,1.0613
-1.1604,1.7761,0.0125,0.29568,1.0613
-1.2306,1.8836,0.0125,0.29568,1.0613
-1.3546,1.4714,0.0125,0.29568,1.0613
-1.4369,1.5609,0.0125,0.29568,1.0613
-1.5239,1.6554,0.0125,0.29568,1.0613
-1.5783,1.2284,0.0125,0.29568,1.0613
-1.6742,1.3031,0.0125,0.29568,1.0613
-1.7756,1.382,0.0125,0.29568,1.0613
-1.7589,0.95189,0.0125,0.29568,1.0613
-1.8658,1.0097,0.0125,0.29568,1.0613
-1.9788,1.0709,0.0125,0.29568,1.0613
-1.8916,0.6494,0.0125,0.29568,1.0613
-2.0066,0.68886,0.0125,0.29568,1.0613
-2.1281,0.73057,0.0125,0.29568,1.0613
-1.9727,0.32919,0.0125,0.29568,1.0613
-2.0926,0.34919,0.0125,0.29568,1.0613
-2.2193,0.37034,0.0125,0.29568,1.0613
-2,2.45E-17,0.0125,0.29568,1.0613
-2.1215,-4.70E-07,0.0125,0.29568,1.0613
-2.25,-2.76E-17,0.0125,0.29568,1.0613
-1.9727,-0.32919,0.0125,0.29568,1.0613
-2.0926,-0.34919,0.0125,0.29568,1.0613
-2.2193,-0.37034,0.0125,0.29568,1.0613
-1.8916,-0.6494,0.0125,0.29568,1.0612
-2.0066,-0.68886,0.0125,0.29568,1.0612
-2.1281,-0.73057,0.0125,0.29568,1.0612
-1.7589,-0.95189,0.0125,0.29568,1.0612
-1.8658,-1.0097,0.0125,0.29568,1.0612
-1.9788,-1.0709,0.0125,0.29568,1.0612
-1.5783,-1.2284,0.0125,0.29568,1.0612
-1.6742,-1.3031,0.0125,0.29568,1.0612
-1.7756,-1.382,0.0125,0.29568,1.0612
-1.3546,-1.4714,0.0125,0.29567,1.0612
-1.4369,-1.5609,0.0125,0.29567,1.0612
-1.5239,-1.6554,0.0125,0.29567,1.0612
-1.0939,-1.6743,0.0125,0.29567,1.0612
-1.1604,-1.7761,0.0125,0.29567,1.0612
-1.2306,-1.8836,0.0125,0.29567,1.0612
-0.80339,-1.8315,0.0125,0.29567,1.0612
-0.8522,-1.9428,0.0125,0.29567,1.0612
-0.90381,-2.0605,0.0125,0.29567,1.0612
-0.49097,-1.9388,0.0125,0.29567,1.0612
-0.5208,-2.0566,0.0125,0.29567,1.0612
-0.55234,-2.1812,0.0125,0.29567,1.0612
-0.16516,-1.9932,0.0125,0.29567,1.0612
-0.17519,-2.1143,0.0125,0.29567,1.0612
-0.1858,-2.2423,0.0125,0.29567,1.0612
0.16516,-1.9932,0.0125,0.29567,1.0612
0.17519,-2.1143,0.0125,0.29567,1.0612
0.1858,-2.2423,0.0125,0.29567,1.0612
0.49097,-1.9388,0.0125,0.29567,1.0612
0.5208,-2.0566,0.0125,0.29567,1.0612
0.55234,-2.1812,0.0125,0.29567,1.0612
0.80339,-1.8315,0.0125,0.29567,1.0612
0.8522,-1.9428,0.0125,0.29567,1.0612
0.90381,-2.0605,0.0125,0.29567,1.0612
1.0939,-1.6743,0.0125,0.29567,1.0612
1.1604,-1.7761,0.0125,0.29567,1.0612
1.2306,-1.8836,0.0125,0.29567,1.0612
1.3546,-1.4714,0.0125,0.29567,1.0612
1.4369,-1.5609,0.0125,0.29567,1.0612
1.5239,-1.6554,0.0125,0.29567,1.0612
1.5783,-1.2284,0.0125,0.29567,1.0612
1.6742,-1.3031,0.0125,0.29567,1.0612
1.7756,-1.382,0.0125,0.29567,1.0612
1.7589,-0.95189,0.0125,0.29567,1.0612
1.8658,-1.0097,0.0125,0.29567,1.0612
1.9788,-1.0709,0.0125,0.29567,1.0612
1.8916,-0.6494,0.0125,0.29568,1.0612
2.0066,-0.68886,0.0125,0.29568,1.0612
2.1281,-0.73057,0.0125,0.29568,1.0612
1.9727,-0.32919,0.0125,0.29568,1.0612
2.0924,-0.34916,0.0125,0.29568,1.0612
2.2193,-0.37034,0.0125,0.29568,1.0612
2,0,0.25,0.25408,0.96477
1.9727,0.32919,0.25,0.25408,0.96478
2.0928,0.34922,0.25,0.25408,0.96478
2.1215,-4.18E-07,0.25,0.25408,0.96477
2.2193,0.37034,0.25,0.25408,0.96478
2.25,0,0.25,0.25408,0.96477
1.8916,0.6494,0.25,0.25409,0.96478
2.0066,0.68886,0.25,0.25409,0.96478
2.1281,0.73057,0.25,0.25409,0.96478
1.7589,0.95189,0.25,0.25409,0.96478
1.8658,1.0097,0.25,0.25409,0.96478
1.9788,1.0709,0.25,0.25409,0.96478
1.5783,1.2284,0.25,0.25409,0.96478
1.6742,1.3031,0.25,0.25409,0.96478
1.7756,1.382,0.25,0.25409,0.96478
1.3546,1.4714,0.25,0.25409,0.96478
1.4369,1.5609,0.25,0.25409,0.96478
1.5239,1.6554,0.25,0.25409,0.96478
1.0939,1.6743,0.25,0.25409,0.96478
1.1604,1.7761,0.25,0.25409,0.96478
1.2306,1.8836,0.25,0.25409,0.96478
0.80339,1.8315,0.25,0.25409,0.96478
0.8522,1.9428,0.25,0.25409,0.96478
0.90381,2.0605,0.25,0.25409,0.96478
0.49097,1.9388,0.25,0.25409,0.96478
0.5208,2.0566,0.25,0.25409,0.96478
0.55234,2.1812,0.25,0.25409,0.96478
0.16516,1.9932,0.25,0.25409,0.96478
0.17519,2.1143,0.25,0.25409,0.96478
0.1858,2.2423,0.25,0.25409,0.96478
-0.16516,1.9932,0.25,0.25409,0.96478
-0.17519,2.1143,0.25,0.25409,0.96478
-0.1858,2.2423,0.25,0.25409,0.96478
-0.49097,1.9388,0.25,0.25409,0.96478
-0.5208,2.0566,0.25,0.25409,0.96478
-0.55234,2.1812,0.25,0.25409,0.96478
-0.80339,1.8315,0.25,0.25409,0.96478
-0.8522,1.9428,0.25,0.25409,0.96478
-0.90381,2.0605,0.25,0.25409,0.96478
-1.0939,1.6743,0.25,0.25409,0.96478
-1.1604,1.7761,0.25,0.25409,0.96478
-1.2306,1.8836,0.25,0.25409,0.96478
-1.3546,1.4714,0.25,0.25409,0.96478
-1.4369,1.5609,0.25,0.25409,0.96478
-1.5239,1.6554,0.25,0.25409,0.96478
-1.5783,1.2284,0.25,0.25409,0.96478
-1.6742,1.3031,0.25,0.25409,0.96478
-1.7756,1.382,0.25,0.25409,0.96478
-1.7589,0.95189,0.25,0.25409,0.96478
-1.8658,1.0097,0.25,0.25409,0.96478
-1.9788,1.0709,0.25,0.25409,0.96478
-1.8916,0.6494,0.25,0.25408,0.96478
-2.0066,0.68886,0.25,0.25408,0.96478
-2.1281,0.73057,0.25,0.25408,0.96478
-1.9727,0.32919,0.25,0.25408,0.96478
-2.0926,0.34919,0.25,0.25408,0.96478
-2.2193,0.37034,0.25,0.25408,0.96478
-2,-9.86E-32,0.25,0.25408,0.96477
-2.1215,-4.70E-07,0.25,0.25408,0.96477
-2.25,-4.93E-32,0.25,0.25408,0.96477
-1.9727,-0.32919,0.25,0.25408,0.96477
-2.0926,-0.34919,0.25,0.25408,0.96477
-2.2193,-0.37034,0.25,0.25408,0.96477
-1.8916,-0.6494,0.25,0.25408,0.96477
-2.0066,-0.68886,0.25,0.25408,0.96477
-2.1281,-0.73057,0.25,0.25408,0.96477
-1.7589,-0.95189,0.25,0.25408,0.96477
-1.8658,-1.0097,0.25,0.25408,0.96477
-1.9788,-1.0709,0.25,0.25408,0.96477
-1.5783,-1.2284,0.25,0.25408,0.96477
-1.6742,-1.3031,0.25,0.25408,0.96477
-1.7756,-1.382,0.25,0.25408,0.96477
-1.3546,-1.4714,0.25,0.25408,0.96477
-1.4369,-1.5609,0.25,0.25408,0.96477
-1.5239,-1.6554,0.25,0.25408,0.96477
-1.0939,-1.6743,0.25,0.25408,0.96476
-1.1604,-1.7761,0.25,0.25408,0.96476
-1.2306,-1.8836,0.25,0.25408,0.96476
-0.80339,-1.8315,0.25,0.25408,0.96476
-0.8522,-1.9428,0.25,0.25408,0.96476
-0.90381,-2.0605,0.25,0.25408,0.96476
-0.49097,-1.9388,0.25,0.25408,0.96476
-0.5208,-2.0566,0.25,0.25408,0.96476
-0.55234,-2.1812,0.25,0.25408,0.96476
-0.16516,-1.9932,0.25,0.25408,0.96476
-0.17519,-2.1143,0.25,0.25408,0.96476
-0.1858,-2.2423,0.25,0.25408,0.96476
0.16516,-1.9932,0.25,0.25408,0.96476
0.17519,-2.1143,0.25,0.25408,0.96476
0.1858,-2.2423,0.25,0.25408,0.96476
0.49097,-1.9388,0.25,0.25408,0.96476
0.5208,-2.0566,0.25,0.25408,0.96476
0.55234,-2.1812,0.25,0.25408,0.96476
0.80339,-1.8315,0.25,0.25408,0.96476
0.8522,-1.9428,0.25,0.25408,0.96476
0.90381,-2.0605,0.25,0.25408,0.96476
1.0939,-1.6743,0.25,0.25408,0.96476
1.1604,-1.7761,0.25,0.25408,0.96476
1.2306,-1.8836,0.25,0.25408,0.96476
1.3546,-1.4714,0.25,0.25408,0.96476
1.4369,-1.5609,0.25,0.25408,0.96476
1.5239,-1.6554,0.25,0.25408,0.96476
1.5783,-1.2284,0.25,0.25408,0.96476
1.6742,-1.3031,0.25,0.25408,0.96476
1.7756,-1.382,0.25,0.25408,0.96476
1.7589,-0.95189,0.25,0.25408,0.96476
1.8658,-1.0097,0.25,0.25408,0.96476
1.9788,-1.0709,0.25,0.25408,0.96476
1.8916,-0.6494,0.25,0.25408,0.96477
2.0066,-0.68886,0.25,0.25408,0.96477
2.1281,-0.73057,0.25,0.25408,0.96477
1.9727,-0.32919,0.25,0.25408,0.96477
2.0924,-0.34916,0.25,0.25408,0.96477
2.2193,-0.37034,0.25,0.25408,0.96477
2,0,0.4875,0.21632,0.8683
1.9727,0.32919,0.4875,0.21632,0.8683
2.0928,0.34922,0.4875,0.21632,0.8683
2.1215,-4.18E-07,0.4875,0.21632,0.8683
2.2193,0.37034,0.4875,0.21632,0.8683
2.25,0,0.4875,0.21632,0.8683
1.8916,0.6494,0.4875,0.21632,0.8683
2.0066,0.68886,0.4875,0.21632,0.8683
2.1281,0.73057,0.4875,0.21632,0.8683
1.7589,0.95189,0.4875,0.21632,0.8683
1.8658,1.0097,0.4875,0.21632,0.8683
1.9788,1.0709,0.4875,0.21632,0.8683
1.5783,1.2284,0.4875,0.21632,0.8683
1.6742,1.3031,0.4875,0.21632,0.8683
1.7756,1.382,0.4875,0.21632,0.8683
1.3546,1.4714,0.4875,0.21632,0.8683
1.4369,1.5609,0.4875,0.21632,0.8683
1.5239,1.6554,0.4875,0.21632,0.8683
1.0939,1.6743,0.4875,0.21632,0.8683
1.1604,1.7761,0.4875,0.21632,0.8683
1.2306,1.8836,0.4875,0.21632,0.8683
0.80339,1.8315,0.4875,0.21632,0.8683
0.8522,1.9428,0.4875,0.21632,0.8683
0.90381,2.0605,0.4875,0.21632,0.8683
0.49097,1.9388,0.4875,0.21632,0.8683
0.5208,2.0566,0.4875,0.21632,0.8683
0.55234,2.1812,0.4875,0.21632,0.8683
0.16516,1.9932,0.4875,0.21632,0.8683
0.17519,2.1143,0.4875,0.21632,0.8683
0.1858,2.2423,0.4875,0.21632,0.8683
-0.16516,1.9932,0.4875,0.21632,0.8683
-0.17519,2.1143,0.4875,0.21632,0.8683
-0.1858,2.2423,0.4875,0.21632,0.8683
-0.49097,1.9388,0.4875,0.21632,0.8683
-0.5208,2.0566,0.4875,0.21632,0.8683
-0.55234,2.1812,0.4875,0.21632,0.8683
-0.80339,1.8315,0.4875,0.21632,0.8683
-0.8522,1.9428,0.4875,0.21632,0.8683
-0.90381,2.0605,0.4875,0.21632,0.8683
-1.0939,1.6743,0.4875,0.21632,0.8683
-1.1604,1.7761,0.4875,0.21632,0.8683
-1.2306,1.8836,0.4875,0.21632,0.8683
-1.3546,1.4714,0.4875,0.21632,0.8683
-1.4369,1.5609,0.4875,0.21632,0.8683
-1.5239,1.6554,0.4875,0.21632,0.8683
-1.5783,1.2284,0.4875,0.21632,0.8683
-1.6742,1.3031,0.4875,0.21632,0.8683
-1.7756,1.382,0.4875,0.21632,0.8683
-1.7589,0.95189,0.4875,0.21632,0.8683
-1.8658,1.0097,0.4875,0.21632,0.8683
-1.9788,1.0709,0.4875,0.21632,0.8683
-1.8916,0.6494,0.4875,0.21632,0.8683
-2.0066,0.68886,0.4875,0.21632,0.8683
-2.1281,0.73057,0.4875,0.21632,0.8683
-1.9727,0.32919,0.4875,0.21632,0.8683
-2.0926,0.34919,0.4875,0.21632,0.8683
-2.2193,0.37034,0.4875,0.21632,0.8683
-2,-2.45E-17,0.4875,0.21632,0.8683
-2.1215,-4.70E-07,0.4875,0.21632,0.8683
-2.25,2.76E-17,0.4875,0.21632,0.8683
-1.9727,-0.32919,0.4875,0.21632,0.8683
-2.0926,-0.34919,0.4875,0.21632,0.8683
-2.2193,-0.37034,0.4875,0.21632,0.8683
-1.8916,-0.6494,0.4875,0.21632,0.86829
-2.0066,-0.68886,0.4875,0.21632,0.86829
-2.1281,-0.73057,0.4875,0.21632,0.86829
-1.7589,-0.95189,0.4875,0.21632,0.86829
-1.8658,-1.0097,0.4875,0.21632,0.86829
-1.9788,-1.0709,0.4875,0.21632,0.86829
-1.5783,-1.2284,0.4875,0.21632,0.86829
-1.6742,-1.3031,0.4875,0.21632,0.86829
-1.7756,-1.382,0.4875,0.21632,0.86829
-1.3546,-1.4714,0.4875,0.21632,0.86829
-1.4369,-1.5609,0.4875,0.21632,0.86829
-1.5239,-1.6554,0.4875,0.21632,0.86829
-1.0939,-1.6743,0.4875,0.21631,0.86829
-1.1604,-1.7761,0.4875,0.21631,0.86829
-1.2306,-1.8836,0.4875,0.21631,0.86829
-0.80339,-1.8315,0.4875,0.21631,0.86829
-0.8522,-1.9428,0.4875,0.21631,0.86829
-0.90381,-2.0605,0.4875,0.21631,0.86829
-0.49097,-1.9388,0.4875,0.21631,0.86828
-0.5208,-2.0566,0.4875,0.21631,0.86828
-0.55234,-2.1812,0.4875,0.21631,0.86828
-0.16516,-1.9932,0.4875,0.21631,0.86828
-0.17519,-2.1143,0.4875,0.21631,0.86828
-0.1858,-2.2423,0.4875,0.21631,0.86828
0.16516,-1.9932,0.4875,0.21631,0.86828
0.17519,-2.1143,0.4875,0.21631,0.86828
0.1858,-2.2423,0.4875,0.21631,0.86828
0.49097,-1.9388,0.4875,0.21631,0.86828
0.5208,-2.0566,0.4875,0.21631,0.86828
0.55234,-2.1812,0.4875,0.21631,0.86828
0.80339,-1.8315,0.4875,0.21631,0.86828
0.8522,-1.9428,0.4875,0.21631,0.86828
0.90381,-2.0605,0.4875,0.21631,0.86828
1.0939,-1.6743,0.4875,0.21631,0.86828
1.1604,-1.7761,0.4875,0.21631,0.86828
1.2306,-1.8836,0.4875,0.21631,0.86828
1.3546,-1.4714,0.4875,0.21631,0.86828
1.4369,-1.5609,0.4875,0.21631,0.86828
1.5239,-1.6554,0.4875,0.21631,0.86828
1.5783,-1.2284,0.4875,0.21631,0.86829
1.6742,-1.3031,0.4875,0.21631,0.86829
1.7756,-1.382,0.4875,0.21631,0.86829
1.7589,-0.95189,0.4875,0.21631,0.86829
1.8658,-1.0097,0.4875,0.21631,0.86829
1.9788,-1.0709,0.4875,0.21631,0.86829
1.8916,-0.6494,0.4875,0.21632,0.86829
2.0066,-0.68886,0.4875,0.21632,0.86829
2.1281,-0.73057,0.4875,0.21632,0.86829
1.9727,-0.32919,0.4875,0.21632,0.86829
2.0924,-0.34916,0.4875,0.21632,0.86829
2.2193,-0.37034,0.4875,0.21632,0.86829
2,0,0.725,0.18203,0.77182
1.9727,0.32919,0.725,0.18203,0.77182
2.0928,0.34922,0.725,0.18203,0.77182
2.1215,-4.18E-07,0.725,0.18203,0.77182
2.2193,0.37034,0.725,0.18203,0.77182
2.25,0,0.725,0.18203,0.77182
1.8916,0.6494,0.725,0.18203,0.77182
2.0066,0.68886,0.725,0.18203,0.77182
2.1281,0.73057,0.725,0.18203,0.77182
1.7589,0.95189,0.725,0.18203,0.77182
1.8658,1.0097,0.725,0.18203,0.77182
1.9788,1.0709,0.725,0.18203,0.77182
1.5783,1.2284,0.725,0.18203,0.77182
1.6742,1.3031,0.725,0.18203,0.77182
1.7756,1.382,0.725,0.18203,0.77182
1.3546,1.4714,0.725,0.18203,0.77182
1.4369,1.5609,0.725,0.18203,0.77182
1.5239,1.6554,0.725,0.18203,0.77182
1.0939,1.6743,0.725,0.18203,0.77182
1.1604,1.7761,0.725,0.18203,0.77182
1.2306,1.8836,0.725,0.18203,0.77182
0.80339,1.8315,0.725,0.18203,0.77182
0.8522,1.9428,0.725,0.18203,0.77182
0.90381,2.0605,0.725,0.18203,0.77182
0.49097,1.9388,0.725,0.18203,0.77182
0.5208,2.0566,0.725,0.18203,0.77182
0.55234,2.1812,0.725,0.18203,0.77182
0.16516,1.9932,0.725,0.18203,0.77182
0.17519,2.1143,0.725,0.18203,0.77182
0.1858,2.2423,0.725,0.18203,0.77182
-0.16516,1.9932,0.725,0.18203,0.77182
-0.17519,2.1143,0.725,0.18203,0.77182
-0.1858,2.2423,0.725,0.18203,0.77182
-0.49097,1.9388,0.725,0.18203,0.77182
-0.5208,2.0566,0.725,0.18203,0.77182
-0.55234,2.1812,0.725,0.18203,0.77182
-0.80339,1.8315,0.725,0.18203,0.77182
-0.8522,1.9428,0.725,0.18203,0.77182
-0.90381,2.0605,0.725,0.18203,0.77182
-1.0939,1.6743,0.725,0.18203,0.77182
-1.1604,1.7761,0.725,0.18203,0.77182
-1.2306,1.8836,0.725,0.18203,0.77182
-1.3546,1.4714,0.725,0.18203,0.77182
-1.4369,1.5609,0.725,0.18203,0.77182
-1.5239,1.6554,0.725,0.18203,0.77182
-1.5783,1.2284,0.725,0.18203,0.77182
-1.6742,1.3031,0.725,0.18203,0.77182
-1.7756,1.382,0.725,0.18203,0.77182
-1.7589,0.95189,0.725,0.18203,0.77182
-1.8658,1.0097,0.725,0.18203,0.77182
-1.9788,1.0709,0.725,0.18203,0.77182
-1.8916,0.6494,0.725,0.18203,0.77182
-2.0066,0.68886,0.725,0.18203,0.77182
-2.1281,0.73057,0.725,0.18203,0.77182
-1.9727,0.32919,0.725,0.18203,0.77182
-2.0926,0.34919,0.725,0.18203,0.77182
-2.2193,0.37034,0.725,0.18203,0.77182
-2,-4.90E-17,0.725,0.18203,0.77182
-2.1215,-4.70E-07,0.725,0.18203,0.77182
-2.25,5.51E-17,0.725,0.18203,0.77182
-1.9727,-0.32919,0.725,0.18203,0.77182
-2.0926,-0.34919,0.725,0.18203,0.77182
-2.2193,-0.37034,0.725,0.18203,0.77182
-1.8916,-0.6494,0.725,0.18203,0.77182
-2.0066,-0.68886,0.725,0.18203,0.77182
-2.1281,-0.73057,0.725,0.18203,0.77182
-1.7589,-0.95189,0.725,0.18203,0.77182
-1.8658,-1.0097,0.725,0.18203,0.77182
-1.9788,-1.0709,0.725,0.18203,0.77182
-1.5783,-1.2284,0.725,0.18203,0.77181
-1.6742,-1.3031,0.725,0.18203,0.77181
-1.7756,-1.382,0.725,0.18203,0.77181
-1.3546,-1.4714,0.725,0.18203,0.77181
-1.4369,-1.5609,0.725,0.18203,0.77181
-1.5239,-1.6554,0.725,0.18203,0.77181
-1.0939,-1.6743,0.725,0.18203,0.77181
-1.1604,-1.7761,0.725,0.18203,0.77181
-1.2306,-1.8836,0.725,0.18203,0.77181
-0.80339,-1.8315,0.725,0.18202,0.77181
-0.8522,-1.9428,0.725,0.18202,0.77181
-0.90381,-2.0605,0.725,0.18202,0.77181
-0.49097,-1.9388,0.725,0.18202,0.77181
-0.5208,-2.0566,0.725,0.18202,0.77181
-0.55234,-2.1812,0.725,0.18202,0.77181
-0.16516,-1.9932,0.725,0.18202,0.77181
-0.17519,-2.1143,0.725,0.18202,0.77181
-0.1858,-2.2423,0.725,0.18202,0.77181
0.16516,-1.9932,0.725,0.18202,0.77181
0.17519,-2.1143,0.725,0.18202,0.77181
0.1858,-2.2423,0.725,0.18202,0.77181
0.49097,-1.9388,0.725,0.18202,0.77181
0.5208,-2.0566,0.725,0.18202,0.77181
0.55234,-2.1812,0.725,0.18202,0.77181
0.80339,-1.8315,0.725,0.18202,0.77181
0.8522,-1.9428,0.725,0.18202,0.77181
0.90381,-2.0605,0.725,0.18202,0.77181
1.0939,-1.6743,0.725,0.18202,0.77181
1.1604,-1.7761,0.725,0.18202,0.77181
1.2306,-1.8836,0.725,0.18202,0.77181
1.3546,-1.4714,0.725,0.18202,0.77181
1.4369,-1.5609,0.725,0.18202,0.77181
1.5239,-1.6554,0.725,0.18202,0.77181
1.5783,-1.2284,0.725,0.18202,0.77181
1.6742,-1.3031,0.725,0.18202,0.77181
1.7756,-1.382,0.725,0.18202,0.77181
1.7589,-0.95189,0.725,0.18203,0.77181
1.8658,-1.0097,0.725,0.18203,0.77181
1.9788,-1.0709,0.725,0.18203,0.77181
1.8916,-0.6494,0.725,0.18203,0.77181
2.0066,-0.68886,0.725,0.18203,0.77181
2.1281,-0.73057,0.725,0.18203,0.77181
1.9727,-0.32919,0.725,0.18203,0.77182
2.0924,-0.34916,0.725,0.18203,0.77182
2.2193,-0.37034,0.725,0.18203,0.77182
2,0,0.9625,0.15089,0.67534
1.9727,0.32919,0.9625,0.15089,0.67534
2.0928,0.34922,0.9625,0.15089,0.67534
2.1215,-4.18E-07,0.9625,0.15089,0.67534
2.2193,0.37034,0.9625,0.15089,0.67534
2.25,0,0.9625,0.15089,0.67534
1.8916,0.6494,0.9625,0.15089,0.67534
2.0066,0.68886,0.9625,0.15089,0.67534
2.1281,0.73057,0.9625,0.15089,0.67534
1.7589,0.95189,0.9625,0.15089,0.67534
1.8658,1.0097,0.9625,0.15089,0.67534
1.9788,1.0709,0.9625,0.15089,0.67534
1.5783,1.2284,0.9625,0.15089,0.67534
1.6742,1.3031,0.9625,0.15089,0.67534
1.7756,1.382,0.9625,0.15089,0.67534
1.3546,1.4714,0.9625,0.15089,0.67535
1.4369,1.5609,0.9625,0.15089,0.67535
1.5239,1.6554,0.9625,0.15089,0.67535
1.0939,1.6743,0.9625,0.15089,0.67535
1.1604,1.7761,0.9625,0.15089,0.67535
1.2306,1.8836,0.9625,0.15089,0.67535
0.80339,1.8315,0.9625,0.15089,0.67535
0.8522,1.9428,0.9625,0.15089,0.67535
0.90381,2.0605,0.9625,0.15089,0.67535
0.49097,1.9388,0.9625,0.15089,0.67535
0.5208,2.0566,0.9625,0.15089,0.67535
0.55234,2.1812,0.9625,0.15089,0.67535
0.16516,1.9932,0.9625,0.15089,0.67535
0.17519,2.1143,0.9625,0.15089,0.67535
0.1858,2.2423,0.9625,0.15089,0.67535
-0.16516,1.9932,0.9625,0.15089,0.67535
-0.17519,2.1143,0.9625,0.15089,0.67535
-0.1858,2.2423,0.9625,0.15089,0.67535
-0.49097,1.9388,0.9625,0.15089,0.67534
-0.5208,2.0566,0.9625,0.15089,0.67534
-0.55234,2.1812,0.9625,0.15089,0.67535
-0.80339,1.8315,0.9625,0.15089,0.67534
-0.8522,1.9428,0.9625,0.15089,0.67534
-0.90381,2.0605,0.9625,0.15089,0.67534
-1.0939,1.6743,0.9625,0.15089,0.67534
-1.1604,1.7761,0.9625,0.15089,0.67534
-1.2306,1.8836,0.9625,0.15089,0.67534
-1.3546,1.4714,0.9625,0.15089,0.67534
-1.4369,1.5609,0.9625,0.15089,0.67534
-1.5239,1.6554,0.9625,0.15089,0.67534
-1.5783,1.2284,0.9625,0.15089,0.67534
-1.6742,1.3031,0.9625,0.15089,0.67534
-1.7756,1.382,0.9625,0.15089,0.67534
-1.7589,0.95189,0.9625,0.15089,0.67534
-1.8658,1.0097,0.9625,0.15089,0.67534
-1.9788,1.0709,0.9625,0.15089,0.67534
-1.8916,0.6494,0.9625,0.15089,0.67534
-2.0066,0.68886,0.9625,0.15089,0.67534
-2.1281,0.73057,0.9625,0.15089,0.67534
-1.9727,0.32919,0.9625,0.15089,0.67534
-2.0926,0.34919,0.9625,0.15089,0.67534
-2.2193,0.37034,0.9625,0.15089,0.67534
-2,-7.35E-17,0.9625,0.15089,0.67534
-2.1215,-4.70E-07,0.9625,0.15089,0.67534
-2.25,8.27E-17,0.9625,0.15089,0.67534
-1.9727,-0.32919,0.9625,0.15089,0.67534
-2.0926,-0.34919,0.9625,0.15089,0.67534
-2.2193,-0.37034,0.9625,0.15089,0.67534
-1.8916,-0.6494,0.9625,0.15089,0.67534
-2.0066,-0.68886,0.9625,0.15089,0.67534
-2.1281,-0.73057,0.9625,0.15089,0.67534
-1.7589,-0.95189,0.9625,0.15089,0.67534
-1.8658,-1.0097,0.9625,0.15089,0.67534
-1.9788,-1.0709,0.9625,0.15089,0.67534
-1.5783,-1.2284,0.9625,0.15089,0.67534
-1.6742,-1.3031,0.9625,0.15089,0.67534
-1.7756,-1.382,0.9625,0.15089,0.67534
-1.3546,-1.4714,0.9625,0.15089,0.67534
-1.4369,-1.5609,0.9625,0.15089,0.67534
-1.5239,-1.6554,0.9625,0.15089,0.67534
-1.0939,-1.6743,0.9625,0.15089,0.67534
-1.1604,-1.7761,0.9625,0.15089,0.67534
-1.2306,-1.8836,0.9625,0.15089,0.67534
-0.80339,-1.8315,0.9625,0.15089,0.67533
-0.8522,-1.9428,0.9625,0.15089,0.67533
-0.90381,-2.0605,0.9625,0.15089,0.67533
-0.49097,-1.9388,0.9625,0.15089,0.67533
-0.5208,-2.0566,0.9625,0.15089,0.67533
-0.55234,-2.1812,0.9625,0.15089,0.67533
-0.16516,-1.9932,0.9625,0.15089,0.67533
-0.17519,-2.1143,0.9625,0.15089,0.67533
-0.1858,-2.2423,0.9625,0.15089,0.67533
0.16516,-1.9932,0.9625,0.15089,0.67533
0.17519,-2.1143,0.9625,0.15089,0.67533
0.1858,-2.2423,0.9625,0.15089,0.67533
0.49097,-1.9388,0.9625,0.15089,0.67533
0.5208,-2.0566,0.9625,0.15089,0.67533
0.55234,-2.1812,0.9625,0.15089,0.67533
0.80339,-1.8315,0.9625,0.15089,0.67533
0.8522,-1.9428,0.9625,0.15089,0.67533
0.90381,-2.0605,0.9625,0.15089,0.67533
1.0939,-1.6743,0.9625,0.15089,0.67533
1.1604,-1.7761,0.9625,0.15089,0.67533
1.2306,-1.8836,0.9625,0.15089,0.67533
1.3546,-1.4714,0.9625,0.15089,0.67533
1.4369,-1.5609,0.9625,0.15089,0.67533
1.5239,-1.6554,0.9625,0.15089,0.67533
1.5783,-1.2284,0.9625,0.15089,0.67533
1.6742,-1.3031,0.9625,0.15089,0.67533
1.7756,-1.382,0.9625,0.15089,0.67533
1.7589,-0.95189,0.9625,0.15089,0.67534
1.8658,-1.0097,0.9625,0.15089,0.67534
1.9788,-1.0709,0.9625,0.15089,0.67534
1.8916,-0.6494,0.9625,0.15089,0.67534
2.0066,-0.68886,0.9625,0.15089,0.67534
2.1281,-0.73057,0.9625,0.15089,0.67534
1.9727,-0.32919,0.9625,0.15089,0.67534
2.0924,-0.34916,0.9625,0.15089,0.67534
2.2193,-0.37034,0.9625,0.15089,0.67534
2,0,1.2,0.12262,0.57886
1.9727,0.32919,1.2,0.12263,0.57886
2.0928,0.34922,1.2,0.12263,0.57886
2.1215,-4.18E-07,1.2,0.12262,0.57886
2.2193,0.37034,1.2,0.12263,0.57886
2.25,0,1.2,0.12262,0.57886
1.8916,0.6494,1.2,0.12263,0.57887
2.0066,0.68886,1.2,0.12263,0.57887
2.1281,0.73057,1.2,0.12263,0.57887
1.7589,0.95189,1.2,0.12263,0.57887
1.8658,1.0097,1.2,0.12263,0.57887
