x,y,z,convected,diffused
-1.3546,-1.4714,-1.175,0.57612,1.5436
-1.4369,-1.5609,-1.175,0.57611,1.5436
-1.5239,-1.6554,-1.175,0.57612,1.5436
-1.0939,-1.6743,-1.175,0.57612,1.5436
-1.1604,-1.7761,-1.175,0.5761,1.5436
-1.2306,-1.8836,-1.175,0.57611,1.5436
-0.80339,-1.8315,-1.175,0.57611,1.5436
-0.8522,-1.9428,-1.175,0.5761,1.5436
-0.90381,-2.0605,-1.175,0.57611,1.5436
-0.49097,-1.9388,-1.175,0.57611,1.5436
-0.5208,-2.0566,-1.175,0.57609,1.5436
-0.55234,-2.1812,-1.175,0.5761,1.5436
-0.16516,-1.9932,-1.175,0.5761,1.5436
-0.17519,-2.1143,-1.175,0.57608,1.5436
-0.1858,-2.2423,-1.175,0.5761,1.5436
0.16516,-1.9932,-1.175,0.57609,1.5436
0.17519,-2.1143,-1.175,0.57608,1.5436
0.1858,-2.2423,-1.175,0.57609,1.5436
0.49097,-1.9388,-1.175,0.57609,1.5436
0.5208,-2.0566,-1.175,0.57607,1.5436
0.55234,-2.1812,-1.175,0.57609,1.5436
0.80339,-1.8315,-1.175,0.57609,1.5436
0.8522,-1.9428,-1.175,0.57608,1.5436
0.90381,-2.0605,-1.175,0.57609,1.5436
1.0939,-1.6743,-1.175,0.57609,1.5436
1.1604,-1.7761,-1.175,0.57608,1.5436
1.2306,-1.8836,-1.175,0.57609,1.5436
1.3546,-1.4714,-1.175,0.5761,1.5436
1.4369,-1.5609,-1.175,0.57608,1.5436
1.5239,-1.6554,-1.175,0.5761,1.5436
1.5783,-1.2284,-1.175,0.57611,1.5436
1.6742,-1.3031,-1.175,0.57609,1.5436
1.7756,-1.382,-1.175,0.5761,1.5436
1.7589,-0.95189,-1.175,0.57612,1.5436
1.8658,-1.0097,-1.175,0.5761,1.5436
1.9788,-1.0709,-1.175,0.57611,1.5436
1.8916,-0.6494,-1.175,0.57612,1.5436
2.0066,-0.68886,-1.175,0.57611,1.5436
2.1281,-0.73057,-1.175,0.57612,1.5436
1.9727,-0.32919,-1.175,0.57613,1.5436
2.0924,-0.34916,-1.175,0.57611,1.5436
2.2193,-0.37034,-1.175,0.57612,1.5436
2,0,-0.9375,0.50871,1.4472
1.9727,0.32919,-0.9375,0.50872,1.4472
2.0928,0.34922,-0.9375,0.50872,1.4472
2.1215,-4.18E-07,-0.9375,0.50872,1.4472
2.2193,0.37034,-0.9375,0.50872,1.4472
2.25,0,-0.9375,0.50871,1.4472
1.8916,0.6494,-0.9375,0.50872,1.4472
2.0066,0.68886,-0.9375,0.50872,1.4472
2.1281,0.73057,-0.9375,0.50872,1.4472
1.7589,0.95189,-0.9375,0.50872,1.4472
1.8658,1.0097,-0.9375,0.50872,1.4472
1.9788,1.0709,-0.9375,0.50872,1.4472
1.5783,1.2284,-0.9375,0.50872,1.4472
1.6742,1.3031,-0.9375,0.50872,1.4472
1.7756,1.382,-0.9375,0.50872,1.4472
1.3546,1.4714,-0.9375,0.50872,1.4472
1.4369,1.5609,-0.9375,0.50872,1.4472
1.5239,1.6554,-0.9375,0.50872,1.4472
1.0939,1.6743,-0.9375,0.50872,1.4472
1.1604,1.7761,-0.9375,0.50872,1.4472
1.2306,1.8836,-0.9375,0.50872,1.4472
0.80339,1.8315,-0.9375,0.50872,1.4472
0.8522,1.9428,-0.9375,0.50872,1.4472
0.90381,2.0605,-0.9375,0.50872,1.4472
0.49097,1.9388,-0.9375,0.50872,1.4472
0.5208,2.0566,-0.9375,0.50872,1.4472
0.55234,2.1812,-0.9375,0.50872,1.4472
0.16516,1.9932,-0.9375,0.50872,1.4472
0.17519,2.1143,-0.9375,0.50872,1.4472
0.1858,2.2423,-0.9375,0.50872,1.4472
-0.16516,1.9932,-0.9375,0.50872,1.4472
-0.17519,2.1143,-0.9375,0.50872,1.4472
-0.1858,2.2423,-0.9375,0.50872,1.4472
-0.49097,1.9388,-0.9375,0.50872,1.4472
-0.5208,2.0566,-0.9375,0.50872,1.4472
-0.55234,2.1812,-0.9375,0.50872,1.4472
-0.80339,1.8315,-0.9375,0.50872,1.4472
-0.8522,1.9428,-0.9375,0.50872,1.4472
-0.90381,2.0605,-0.9375,0.50872,1.4472
-1.0939,1.6743,-0.9375,0.50872,1.4472
-1.1604,1.7761,-0.9375,0.50872,1.4472
-1.2306,1.8836,-0.9375,0.50872,1.4472
-1.3546,1.4714,-0.9375,0.50871,1.4472
-1.4369,1.5609,-0.9375,0.50872,1.4472
-1.5239,1.6554,-0.9375,0.50872,1.4472
-1.5783,1.2284,-0.9375,0.50871,1.4472
-1.6742,1.3031,-0.9375,0.50872,1.4472
-1.7756,1.382,-0.9375,0.50871,1.4472
-1.7589,0.95189,-0.9375,0.50871,1.4472
-1.8658,1.0097,-0.9375,0.50872,1.4472
-1.9788,1.0709,-0.9375,0.50871,1.4472
-1.8916,0.6494,-0.9375,0.50871,1.4472
-2.0066,0.68886,-0.9375,0.50872,1.4472
-2.1281,0.73057,-0.9375,0.50871,1.4472
-1.9727,0.32919,-0.9375,0.50871,1.4472
-2.0926,0.34919,-0.9375,0.50872,1.4472
-2.2193,0.37034,-0.9375,0.50871,1.4472
-2,1.22E-16,-0.9375,0.50871,1.4472
-2.1215,-4.70E-07,-0.9375,0.50872,1.4472
-2.25,-1.38E-16,-0.9375,0.50871,1.4472
-1.9727,-0.32919,-0.9375,0.50871,1.4472
-2.0926,-0.34919,-0.9375,0.50872,1.4472
-2.2193,-0.37034,-0.9375,0.50871,1.4472
-1.8916,-0.6494,-0.9375,0.50871,1.4472
-2.0066,-0.68886,-0.9375,0.50871,1.4472
-2.1281,-0.73057,-0.9375,0.50871,1.4472
-1.7589,-0.95189,-0.9375,0.50871,1.4472
-1.8658,-1.0097,-0.9375,0.50871,1.4472
-1.9788,-1.0709,-0.9375,0.50871,1.4472
-1.5783,-1.2284,-0.9375,0.50871,1.4472
-1.6742,-1.3031,-0.9375,0.50871,1.4472
-1.7756,-1.382,-0.9375,0.50871,1.4472
-1.3546,-1.4714,-0.9375,0.50871,1.4472
-1.4369,-1.5609,-0.9375,0.50871,1.4472
-1.5239,-1.6554,-0.9375,0.50871,1.4472
-1.0939,-1.6743,-0.9375,0.5087,1.4471
-1.1604,-1.7761,-0.9375,0.50871,1.4471
-1.2306,-1.8836,-0.9375,0.5087,1.4471
-0.80339,-1.8315,-0.9375,0.5087,1.4471
-0.8522,-1.9428,-0.9375,0.5087,1.4471
-0.90381,-2.0605,-0.9375,0.5087,1.4471
-0.49097,-1.9388,-0.9375,0.50869,1.4471
-0.5208,-2.0566,-0.9375,0.5087,1.4471
-0.55234,-2.1812,-0.9375,0.50869,1.4471
-0.16516,-1.9932,-0.9375,0.50869,1.4471
-0.17519,-2.1143,-0.9375,0.50869,1.4471
-0.1858,-2.2423,-0.9375,0.50869,1.4471
0.16516,-1.9932,-0.9375,0.50869,1.4471
0.17519,-2.1143,-0.9375,0.50869,1.4471
0.1858,-2.2423,-0.9375,0.50869,1.4471
0.49097,-1.9388,-0.9375,0.50868,1.4471
0.5208,-2.0566,-0.9375,0.50869,1.4471
0.55234,-2.1812,-0.9375,0.50868,1.4471
0.80339,-1.8315,-0.9375,0.50868,1.4471
0.8522,-1.9428,-0.9375,0.50869,1.4471
0.90381,-2.0605,-0.9375,0.50868,1.4471
1.0939,-1.6743,-0.9375,0.50869,1.4471
1.1604,-1.7761,-0.9375,0.50869,1.4471
1.2306,-1.8836,-0.9375,0.50869,1.4471
1.3546,-1.4714,-0.9375,0.50869,1.4471
1.4369,-1.5609,-0.9375,0.50869,1.4471
1.5239,-1.6554,-0.9375,0.50869,1.4471
1.5783,-1.2284,-0.9375,0.5087,1.4471
1.6742,-1.3031,-0.9375,0.5087,1.4471
1.7756,-1.382,-0.9375,0.5087,1.4471
1.7589,-0.95189,-0.9375,0.5087,1.4471
1.8658,-1.0097,-0.9375,0.5087,1.4471
1.9788,-1.0709,-0.9375,0.5087,1.4471
1.8916,-0.6494,-0.9375,0.50871,1.4472
2.0066,-0.68886,-0.9375,0.50871,1.4472
2.1281,-0.73057,-0.9375,0.50871,1.4472
1.9727,-0.32919,-0.9375,0.50871,1.4472
2.0924,-0.34916,-0.9375,0.50871,1.4472
2.2193,-0.37034,-0.9375,0.50871,1.4472
2,0,-0.7,0.44751,1.3507
1.9727,0.32919,-0.7,0.44752,1.3507
2.0928,0.34922,-0.7,0.44751,1.3507
2.1215,-4.18E-07,-0.7,0.44751,1.3507
2.2193,0.37034,-0.7,0.44752,1.3507
2.25,0,-0.7,0.44751,1.3507
1.8916,0.6494,-0.7,0.44752,1.3507
2.0066,0.68886,-0.7,0.44752,1.3507
2.1281,0.73057,-0.7,0.44752,1.3507
1.7589,0.95189,-0.7,0.44752,1.3507
1.8658,1.0097,-0.7,0.44752,1.3507
1.9788,1.0709,-0.7,0.44752,1.3507
1.5783,1.2284,-0.7,0.44752,1.3507
1.6742,1.3031,-0.7,0.44752,1.3507
1.7756,1.382,-0.7,0.44752,1.3507
1.3546,1.4714,-0.7,0.44752,1.3507
1.4369,1.5609,-0.7,0.44752,1.3507
1.5239,1.6554,-0.7,0.44752,1.3507
1.0939,1.6743,-0.7,0.44752,1.3507
1.1604,1.7761,-0.7,0.44752,1.3507
1.2306,1.8836,-0.7,0.44752,1.3507
0.80339,1.8315,-0.7,0.44752,1.3507
0.8522,1.9428,-0.7,0.44752,1.3507
0.90381,2.0605,-0.7,0.44752,1.3507
0.49097,1.9388,-0.7,0.44752,1.3507
0.5208,2.0566,-0.7,0.44752,1.3507
0.55234,2.1812,-0.7,0.44752,1.3507
0.16516,1.9932,-0.7,0.44752,1.3507
0.17519,2.1143,-0.7,0.44752,1.3507
0.1858,2.2423,-0.7,0.44752,1.3507
-0.16516,1.9932,-0.7,0.44752,1.3507
-0.17519,2.1143,-0.7,0.44752,1.3507
-0.1858,2.2423,-0.7,0.44752,1.3507
-0.49097,1.9388,-0.7,0.44752,1.3507
-0.5208,2.0566,-0.7,0.44752,1.3507
-0.55234,2.1812,-0.7,0.44752,1.3507
-0.80339,1.8315,-0.7,0.44752,1.3507
-0.8522,1.9428,-0.7,0.44751,1.3507
-0.90381,2.0605,-0.7,0.44752,1.3507
-1.0939,1.6743,-0.7,0.44752,1.3507
-1.1604,1.7761,-0.7,0.44751,1.3507
-1.2306,1.8836,-0.7,0.44752,1.3507
-1.3546,1.4714,-0.7,0.44751,1.3507
-1.4369,1.5609,-0.7,0.44751,1.3507
-1.5239,1.6554,-0.7,0.44751,1.3507
-1.5783,1.2284,-0.7,0.44751,1.3507
-1.6742,1.3031,-0.7,0.44751,1.3507
-1.7756,1.382,-0.7,0.44751,1.3507
-1.7589,0.95189,-0.7,0.44751,1.3507
-1.8658,1.0097,-0.7,0.44751,1.3507
-1.9788,1.0709,-0.7,0.44751,1.3507
-1.8916,0.6494,-0.7,0.44751,1.3507
-2.0066,0.68886,-0.7,0.44751,1.3507
-2.1281,0.73057,-0.7,0.44751,1.3507
-1.9727,0.32919,-0.7,0.44751,1.3507
-2.0926,0.34919,-0.7,0.44751,1.3507
-2.2193,0.37034,-0.7,0.44751,1.3507
-2,9.80E-17,-0.7,0.44751,1.3507
-2.1215,-4.70E-07,-0.7,0.44751,1.3507
-2.25,-1.10E-16,-0.7,0.44751,1.3507
-1.9727,-0.32919,-0.7,0.44751,1.3507
-2.0926,-0.34919,-0.7,0.44751,1.3507
-2.2193,-0.37034,-0.7,0.44751,1.3507
-1.8916,-0.6494,-0.7,0.44751,1.3507
-2.0066,-0.68886,-0.7,0.44751,1.3507
-2.1281,-0.73057,-0.7,0.44751,1.3507
-1.7589,-0.95189,-0.7,0.44751,1.3507
-1.8658,-1.0097,-0.7,0.44751,1.3507
-1.9788,-1.0709,-0.7,0.44751,1.3507
-1.5783,-1.2284,-0.7,0.44751,1.3507
-1.6742,-1.3031,-0.7,0.44751,1.3507
-1.7756,-1.382,-0.7,0.44751,1.3507
-1.3546,-1.4714,-0.7,0.44751,1.3507
-1.4369,-1.5609,-0.7,0.44751,1.3507
-1.5239,-1.6554,-0.7,0.44751,1.3507
-1.0939,-1.6743,-0.7,0.4475,1.3507
-1.1604,-1.7761,-0.7,0.4475,1.3507
-1.2306,-1.8836,-0.7,0.4475,1.3507
-0.80339,-1.8315,-0.7,0.4475,1.3507
-0.8522,-1.9428,-0.7,0.4475,1.3507
-0.90381,-2.0605,-0.7,0.4475,1.3507
-0.49097,-1.9388,-0.7,0.4475,1.3507
-0.5208,-2.0566,-0.7,0.4475,1.3507
-0.55234,-2.1812,-0.7,0.4475,1.3507
-0.16516,-1.9932,-0.7,0.44749,1.3507
-0.17519,-2.1143,-0.7,0.44749,1.3507
-0.1858,-2.2423,-0.7,0.44749,1.3507
0.16516,-1.9932,-0.7,0.44749,1.3507
0.17519,-2.1143,-0.7,0.44749,1.3507
0.1858,-2.2423,-0.7,0.44749,1.3507
0.49097,-1.9388,-0.7,0.44749,1.3506
0.5208,-2.0566,-0.7,0.44749,1.3506
0.55234,-2.1812,-0.7,0.44749,1.3506
0.80339,-1.8315,-0.7,0.44749,1.3506
0.8522,-1.9428,-0.7,0.44749,1.3506
0.90381,-2.0605,-0.7,0.44749,1.3506
1.0939,-1.6743,-0.7,0.44749,1.3507
1.1604,-1.7761,-0.7,0.44749,1.3507
1.2306,-1.8836,-0.7,0.44749,1.3507
1.3546,-1.4714,-0.7,0.4475,1.3507
1.4369,-1.5609,-0.7,0.44749,1.3507
1.5239,-1.6554,-0.7,0.4475,1.3507
1.5783,-1.2284,-0.7,0.4475,1.3507
1.6742,-1.3031,-0.7,0.4475,1.3507
1.7756,-1.382,-0.7,0.4475,1.3507
1.7589,-0.95189,-0.7,0.4475,1.3507
1.8658,-1.0097,-0.7,0.4475,1.3507
1.9788,-1.0709,-0.7,0.4475,1.3507
1.8916,-0.6494,-0.7,0.44751,1.3507
2.0066,-0.68886,-0.7,0.44751,1.3507
2.1281,-0.73057,-0.7,0.44751,1.3507
1.9727,-0.32919,-0.7,0.44751,1.3507
2.0924,-0.34916,-0.7,0.44751,1.3507
2.2193,-0.37034,-0.7,0.44751,1.3507
2,0,-0.4625,0.39194,1.2542
1.9727,0.32919,-0.4625,0.39195,1.2542
2.0928,0.34922,-0.4625,0.39195,1.2542
2.1215,-4.18E-07,-0.4625,0.39194,1.2542
2.2193,0.37034,-0.4625,0.39195,1.2542
2.25,0,-0.4625,0.39194,1.2542
1.8916,0.6494,-0.4625,0.39195,1.2542
2.0066,0.68886,-0.4625,0.39195,1.2542
2.1281,0.73057,-0.4625,0.39195,1.2542
1.7589,0.95189,-0.4625,0.39195,1.2542
1.8658,1.0097,-0.4625,0.39195,1.2542
1.9788,1.0709,-0.4625,0.39195,1.2542
1.5783,1.2284,-0.4625,0.39195,1.2542
1.6742,1.3031,-0.4625,0.39195,1.2542
1.7756,1.382,-0.4625,0.39195,1.2542
1.3546,1.4714,-0.4625,0.39195,1.2542
1.4369,1.5609,-0.4625,0.39195,1.2542
1.5239,1.6554,-0.4625,0.39195,1.2542
1.0939,1.6743,-0.4625,0.39195,1.2542
1.1604,1.7761,-0.4625,0.39195,1.2542
1.2306,1.8836,-0.4625,0.39195,1.2542
0.80339,1.8315,-0.4625,0.39195,1.2542
0.8522,1.9428,-0.4625,0.39195,1.2542
0.90381,2.0605,-0.4625,0.39195,1.2542
0.49097,1.9388,-0.4625,0.39195,1.2542
0.5208,2.0566,-0.4625,0.39195,1.2542
0.55234,2.1812,-0.4625,0.39195,1.2542
0.16516,1.9932,-0.4625,0.39195,1.2542
0.17519,2.1143,-0.4625,0.39195,1.2542
0.1858,2.2423,-0.4625,0.39195,1.2542
-0.16516,1.9932,-0.4625,0.39195,1.2542
-0.17519,2.1143,-0.4625,0.39195,1.2542
-0.1858,2.2423,-0.4625,0.39195,1.2542
-0.49097,1.9388,-0.4625,0.39195,1.2542
-0.5208,2.0566,-0.4625,0.39195,1.2542
-0.55234,2.1812,-0.4625,0.39195,1.2542
-0.80339,1.8315,-0.4625,0.39195,1.2542
-0.8522,1.9428,-0.4625,0.39195,1.2542
-0.90381,2.0605,-0.4625,0.39195,1.2542
-1.0939,1.6743,-0.4625,0.39195,1.2542
-1.1604,1.7761,-0.4625,0.39195,1.2542
-1.2306,1.8836,-0.4625,0.39195,1.2542
-1.3546,1.4714,-0.4625,0.39195,1.2542
-1.4369,1.5609,-0.4625,0.39195,1.2542
-1.5239,1.6554,-0.4625,0.39195,1.2542
-1.5783,1.2284,-0.4625,0.39195,1.2542
-1.6742,1.3031,-0.4625,0.39195,1.2542
-1.7756,1.382,-0.4625,0.39195,1.2542
-1.7589,0.95189,-0.4625,0.39194,1.2542
-1.8658,1.0097,-0.4625,0.39195,1.2542
-1.9788,1.0709,-0.4625,0.39194,1.2542
-1.8916,0.6494,-0.4625,0.39194,1.2542
-2.0066,0.68886,-0.4625,0.39194,1.2542
-2.1281,0.73057,-0.4625,0.39194,1.2542
-1.9727,0.32919,-0.4625,0.39194,1.2542
-2.0926,0.34919,-0.4625,0.39194,1.2542
-2.2193,0.37034,-0.4625,0.39194,1.2542
-2,7.35E-17,-0.4625,0.39194,1.2542
-2.1215,-4.70E-07,-0.4625,0.39194,1.2542
-2.25,-8.27E-17,-0.4625,0.39194,1.2542
-1.9727,-0.32919,-0.4625,0.39194,1.2542
-2.0926,-0.34919,-0.4625,0.39194,1.2542
-2.2193,-0.37034,-0.4625,0.39194,1.2542
-1.8916,-0.6494,-0.4625,0.39194,1.2542
-2.0066,-0.68886,-0.4625,0.39194,1.2542
-2.1281,-0.73057,-0.4625,0.39194,1.2542
-1.7589,-0.95189,-0.4625,0.39194,1.2542
-1.8658,-1.0097,-0.4625,0.39194,1.2542
-1.9788,-1.0709,-0.4625,0.39194,1.2542
-1.5783,-1.2284,-0.4625,0.39194,1.2542
-1.6742,-1.3031,-0.4625,0.39194,1.2542
-1.7756,-1.382,-0.4625,0.39194,1.2542
-1.3546,-1.4714,-0.4625,0.39194,1.2542
-1.4369,-1.5609,-0.4625,0.39194,1.2542
-1.5239,-1.6554,-0.4625,0.39194,1.2542
-1.0939,-1.6743,-0.4625,0.39194,1.2542
-1.1604,-1.7761,-0.4625,0.39194,1.2542
-1.2306,-1.8836,-0.4625,0.39194,1.2542
-0.80339,-1.8315,-0.4625,0.39193,1.2542
-0.8522,-1.9428,-0.4625,0.39193,1.2542
-0.90381,-2.0605,-0.4625,0.39193,1.2542
-0.49097,-1.9388,-0.4625,0.39193,1.2542
-0.5208,-2.0566,-0.4625,0.39193,1.2542
-0.55234,-2.1812,-0.4625,0.39193,1.2542
-0.16516,-1.9932,-0.4625,0.39193,1.2542
-0.17519,-2.1143,-0.4625,0.39193,1.2542
-0.1858,-2.2423,-0.4625,0.39193,1.2542
0.16516,-1.9932,-0.4625,0.39193,1.2542
0.17519,-2.1143,-0.4625,0.39193,1.2542
0.1858,-2.2423,-0.4625,0.39193,1.2542
0.49097,-1.9388,-0.4625,0.39193,1.2542
0.5208,-2.0566,-0.4625,0.39193,1.2542
0.55234,-2.1812,-0.4625,0.39193,1.2542
0.80339,-1.8315,-0.4625,0.39193,1.2542
0.8522,-1.9428,-0.4625,0.39193,1.2542
0.90381,-2.0605,-0.4625,0.39193,1.2542
1.0939,-1.6743,-0.4625,0.39193,1.2542
1.1604,-1.7761,-0.4625,0.39193,1.2542
1.2306,-1.8836,-0.4625,0.39193,1.2542
1.3546,-1.4714,-0.4625,0.39193,1.2542
1.4369,-1.5609,-0.4625,0.39193,1.2542
1.5239,-1.6554,-0.4625,0.39193,1.2542
1.5783,-1.2284,-0.4625,0.39193,1.2542
1.6742,-1.3031,-0.4625,0.39193,1.2542
1.7756,-1.382,-0.4625,0.39193,1.2542
1.7589,-0.95189,-0.4625,0.39194,1.2542
1.8658,-1.0097,-0.4625,0.39194,1.2542
1.9788,-1.0709,-0.4625,0.39194,1.2542
1.8916,-0.6494,-0.4625,0.39194,1.2542
2.0066,-0.68886,-0.4625,0.39194,1.2542
2.1281,-0.73057,-0.4625,0.39194,1.2542
1.9727,-0.32919,-0.4625,0.39194,1.2542
2.0924,-0.34916,-0.4625,0.39194,1.2542
2.2193,-0.37034,-0.4625,0.39194,1.2542
2,0,-0.225,0.34149,1.1577
1.9727,0.32919,-0.225,0.34149,1.1577
2.0928,0.34922,-0.225,0.34149,1.1577
2.1215,-4.18E-07,-0.225,0.34149,1.1577
2.2193,0.37034,-0.225,0.34149,1.1577
2.25,0,-0.225,0.34149,1.1577
1.8916,0.6494,-0.225,0.34149,1.1577
2.0066,0.68886,-0.225,0.34149,1.1577
2.1281,0.73057,-0.225,0.34149,1.1577
1.7589,0.95189,-0.225,0.34149,1.1577
1.8658,1.0097,-0.225,0.34149,1.1577
1.9788,1.0709,-0.225,0.34149,1.1577
1.5783,1.2284,-0.225,0.34149,1.1577
1.6742,1.3031,-0.225,0.34149,1.1577
1.7756,1.382,-0.225,0.34149,1.1577
1.3546,1.4714,-0.225,0.34149,1.1577
1.4369,1.5609,-0.225,0.34149,1.1577
1.5239,1.6554,-0.225,0.34149,1.1577
1.0939,1.6743,-0.225,0.34149,1.1577
1.1604,1.7761,-0.225,0.34149,1.1577
1.2306,1.8836,-0.225,0.34149,1.1577
0.80339,1.8315,-0.225,0.34149,1.1577
0.8522,1.9428,-0.225,0.34149,1.1577
0.90381,2.0605,-0.225,0.34149,1.1577
0.49097,1.9388,-0.225,0.34149,1.1577
0.5208,2.0566,-0.225,0.34149,1.1577
0.55234,2.1812,-0.225,0.34149,1.1577
0.16516,1.9932,-0.225,0.34149,1.1577
0.17519,2.1143,-0.225,0.34149,1.1577
0.1858,2.2423,-0.225,0.34149,1.1577
-0.16516,1.9932,-0.225,0.34149,1.1577
-0.17519,2.1143,-0.225,0.34149,1.1577
-0.1858,2.2423,-0.225,0.34149,1.1577
-0.49097,1.9388,-0.225,0.34149,1.1577
-0.5208,2.0566,-0.225,0.34149,1.1577
-0.55234,2.1812,-0.225,0.34149,1.1577
-0.80339,1.8315,-0.225,0.34149,1.1577
-0.8522,1.9428,-0.225,0.34149,1.1577
-0.90381,2.0605,-0.225,0.34149,1.1577
-1.0939,1.6743,-0.225,0.34149,1.1577
-1.1604,1.7761,-0.225,0.34149,1.1577
-1.2306,1.8836,-0.225,0.34149,1.1577
-1.3546,1.4714,-0.225,0.34149,1.1577
-1.4369,1.5609,-0.225,0.34149,1.1577
-1.5239,1.6554,-0.225,0.34149,1.1577
-1.5783,1.2284,-0.225,0.34149,1.1577
-1.6742,1.3031,-0.225,0.34149,1.1577
-1.7756,1.382,-0.225,0.34149,1.1577
-1.7589,0.95189,-0.225,0.34149,1.1577
-1.8658,1.0097,-0.225,0.34149,1.1577
-1.9788,1.0709,-0.225,0.34149,1.1577
-1.8916,0.6494,-0.225,0.34149,1.1577
-2.0066,0.68886,-0.225,0.34149,1.1577
-2.1281,0.73057,-0.225,0.34149,1.1577
-1.9727,0.32919,-0.225,0.34149,1.1577
-2.0926,0.34919,-0.225,0.34149,1.1577
-2.2193,0.37034,-0.225,0.34149,1.1577
-2,4.90E-17,-0.225,0.34149,1.1577
-2.1215,-4.70E-07,-0.225,0.34149,1.1577
-2.25,-5.51E-17,-0.225,0.34149,1.1577
-1.9727,-0.32919,-0.225,0.34149,1.1577
-2.0926,-0.34919,-0.225,0.34149,1.1577
-2.2193,-0.37034,-0.225,0.34149,1.1577
-1.8916,-0.6494,-0.225,0.34149,1.1577
-2.0066,-0.68886,-0.225,0.34149,1.1577
-2.1281,-0.73057,-0.225,0.34149,1.1577
-1.7589,-0.95189,-0.225,0.34149,1.1577
-1.8658,-1.0097,-0.225,0.34149,1.1577
-1.9788,-1.0709,-0.225,0.34149,1.1577
-1.5783,-1.2284,-0.225,0.34149,1.1577
-1.6742,-1.3031,-0.225,0.34149,1.1577
-1.7756,-1.382,-0.225,0.34149,1.1577
-1.3546,-1.4714,-0.225,0.34148,1.1577
-1.4369,-1.5609,-0.225,0.34148,1.1577
-1.5239,-1.6554,-0.225,0.34148,1.1577
-1.0939,-1.6743,-0.225,0.34148,1.1577
-1.1604,-1.7761,-0.225,0.34148,1.1577
-1.2306,-1.8836,-0.225,0.34148,1.1577
-0.80339,-1.8315,-0.225,0.34148,1.1577
-0.8522,-1.9428,-0.225,0.34148,1.1577
-0.90381,-2.0605,-0.225,0.34148,1.1577
-0.49097,-1.9388,-0.225,0.34148,1.1577
-0.5208,-2.0566,-0.225,0.34148,1.1577
-0.55234,-2.1812,-0.225,0.34148,1.1577
-0.16516,-1.9932,-0.225,0.34148,1.1577
-0.17519,-2.1143,-0.225,0.34148,1.1577
-0.1858,-2.2423,-0.225,0.34148,1.1577
0.16516,-1.9932,-0.225,0.34148,1.1577
0.17519,-2.1143,-0.225,0.34148,1.1577
0.1858,-2.2423,-0.225,0.34148,1.1577
0.49097,-1.9388,-0.225,0.34148,1.1577
0.5208,-2.0566,-0.225,0.34148,1.1577
0.55234,-2.1812,-0.225,0.34148,1.1577
0.80339,-1.8315,-0.225,0.34148,1.1577
0.8522,-1.9428,-0.225,0.34148,1.1577
0.90381,-2.0605,-0.225,0.34148,1.1577
1.0939,-1.6743,-0.225,0.34148,1.1577
1.1604,-1.7761,-0.225,0.34148,1.1577
1.2306,-1.8836,-0.225,0.34148,1.1577
1.3546,-1.4714,-0.225,0.34148,1.1577
1.4369,-1.5609,-0.225,0.34148,1.1577
1.5239,-1.6554,-0.225,0.34148,1.1577
1.5783,-1.2284,-0.225,0.34148,1.1577
1.6742,-1.3031,-0.225,0.34148,1.1577
1.7756,-1.382,-0.225,0.34148,1.1577
1.7589,-0.95189,-0.225,0.34148,1.1577
1.8658,-1.0097,-0.225,0.34148,1.1577
1.9788,-1.0709,-0.225,0.34148,1.1577
1.8916,-0.6494,-0.225,0.34149,1.1577
2.0066,-0.68886,-0.225,0.34148,1.1577
2.1281,-0.73057,-0.225,0.34149,1.1577
1.9727,-0.32919,-0.225,0.34149,1.1577
2.0924,-0.34916,-0.225,0.34149,1.1577
2.2193,-0.37034,-0.225,0.34149,1.1577
2,0,0.0125,0.29568,1.0613
1.9727,0.32919,0.0125,0.29568,1.0613
2.0928,0.34922,0.0125,0.29568,1.0613
2.1215,-4.18E-07,0.0125,0.29568,1.0613
2.2193,0.37034,0.0125,0.29568,1.0613
2.25,0,0.0125,0.29568,1.0613
1.8916,0.6494,0.0125,0.29568,1.0613
2.0066,0.68886,0.0125,0.29568,1.0613
2.1281,0.73057,0.0125,0.29568,1.0613
1.7589,0.95189,0.0125,0.29568,1.0613
1.8658,1.0097,0.0125,0.29568,1.0613
1.9788,1.0709,0.0125,0.29568,1.0613
1.5783,1.2284,0.0125,0.29568,1.0613
1.6742,1.3031,0.0125,0.29568,1.0613
1.7756,1.382,0.0125,0.29568,1.0613
1.3546,1.4714,0.0125,0.29568,1.0613
1.4369,1.5609,0.0125,0.29568,1.0613
1.5239,1.6554,0.0125,0.29568,1.0613
1.0939,1.6743,0.0125,0.29568,1.0613
1.1604,1.7761,0.0125,0.29568,1.0613
1.2306,1.8836,0.0125,0.29568,1.0613
0.80339,1.8315,0.0125,0.29568,1.0613
0.8522,1.9428,0.0125,0.29568,1.0613
0.90381,2.0605,0.0125,0.29568,1.0613
0.49097,1.9388,0.0125,0.29568,1.0613
0.5208,2.0566,0.0125,0.29568,1.0613
0.55234,2.1812,0.0125,0.29568,1.0613
0.16516,1.9932,0.0125,0.29568,1.0613
0.17519,2.1143,0.0125,0.29568,1.0613
0.1858,2.2423,0.0125,0.29568,1.0613
-0.16516,1.9932,0.0125,0.29568,1.0613
-0.17519,2.1143,0.0125,0.29568,1.0613
-0.1858,2.2423,0.0125,0.29568,1.0613
