x,y,z,t,V,T
0.0,2e-05,1e-05,0.0,0.5593236,317.19238
0.0,2e-05,1e-05,0.1,0.55335796,390.59665
0.0,2e-05,1e-05,0.2,0.52572423,390.85092
0.0,2e-05,1e-05,0.3,0.51156896,390.91266
0.0,2e-05,1e-05,0.4,0.5422313,394.12433
0.0,2e-05,1e-05,0.5,0.54200935,394.47583
0.0,2e-05,1e-05,0.6,0.54148805,395.07834
0.0,2e-05,1e-05,0.7,0.54120624,395.39133
0.0,2e-05,1e-05,0.8,0.5410538,395.55954
0.0,2e-05,1e-05,0.9,0.5409698,395.65207
0.0,2e-05,1e-05,1.0,0.5409234,395.7031
0.0,2e-05,0.0,0.0,0.559324,317.19284
0.0,2e-05,0.0,0.1,0.5533579,390.59656
0.0,2e-05,0.0,0.2,0.5257209,390.85358
0.0,2e-05,0.0,0.3,0.5115617,390.91394
0.0,2e-05,0.0,0.4,0.5422314,394.12442
0.0,2e-05,0.0,0.5,0.54200935,394.47583
0.0,2e-05,0.0,0.6,0.5414881,395.07837
0.0,2e-05,0.0,0.7,0.54120624,395.39133
0.0,2e-05,0.0,0.8,0.5410537,395.55954
0.0,2e-05,0.0,0.9,0.5409698,395.65207
0.0,2e-05,0.0,1.0,0.54092336,395.7031
1.28e-05,1.38e-05,1e-05,0.0,0.5593248,317.1942
1.28e-05,1.38e-05,1e-05,0.1,0.55335474,390.59882
1.28e-05,1.38e-05,1e-05,0.2,0.5257232,390.85202
1.28e-05,1.38e-05,1e-05,0.3,0.5115621,390.913
1.28e-05,1.38e-05,1e-05,0.4,0.5422312,394.12445
1.28e-05,1.38e-05,1e-05,0.5,0.5420095,394.47592
1.28e-05,1.38e-05,1e-05,0.6,0.54148793,395.0784
1.28e-05,1.38e-05,1e-05,0.7,0.54120636,395.39133
1.28e-05,1.38e-05,1e-05,0.8,0.5410538,395.55957
1.28e-05,1.38e-05,1e-05,0.9,0.5409698,395.65207
1.28e-05,1.38e-05,1e-05,1.0,0.54092354,395.70312
0.0,0.0,0.0,0.0,0.55932695,317.20004
0.0,0.0,0.0,0.1,0.5533773,390.5824
0.0,0.0,0.0,0.2,0.5257137,390.8581
0.0,0.0,0.0,0.3,0.5115672,390.9315
0.0,0.0,0.0,0.4,0.5422318,394.12393
0.0,0.0,0.0,0.5,0.54200935,394.47586
0.0,0.0,0.0,0.6,0.54148805,395.07837
0.0,0.0,0.0,0.7,0.54120636,395.39133
0.0,0.0,0.0,0.8,0.5410539,395.55954
0.0,0.0,0.0,0.9,0.5409697,395.65204
0.0,0.0,0.0,1.0,0.54092354,395.7031
1.28e-05,1.38e-05,0.0,0.0,0.55932486,317.19464
1.28e-05,1.38e-05,0.0,0.1,0.553355,390.59863
1.28e-05,1.38e-05,0.0,0.2,0.5257201,390.8548
1.28e-05,1.38e-05,0.0,0.3,0.51155484,390.9143
