x,y,z,t,V,T
0.0,2e-05,1e-05,0.0,0.37245235,299.00275
0.0,2e-05,1e-05,0.1,0.5947542,424.28625
0.0,2e-05,1e-05,0.2,0.7383213,462.97104
0.0,2e-05,1e-05,0.3,0.34696612,474.7075
0.0,2e-05,1e-05,0.4,0.5451379,480.37213
0.0,2e-05,1e-05,0.5,0.51411057,482.18878
0.0,2e-05,1e-05,0.6,0.49886963,481.9497
0.0,2e-05,1e-05,0.7,0.5403896,489.32025
0.0,2e-05,1e-05,0.8,0.40410072,489.22803
0.0,2e-05,1e-05,0.9,0.44973466,481.99106
0.0,2e-05,1e-05,1.0,0.41693103,480.7118
0.0,2e-05,0.0,0.0,0.371745,299.1532
0.0,2e-05,0.0,0.1,0.5943347,424.21494
0.0,2e-05,0.0,0.2,0.7379326,462.84882
0.0,2e-05,0.0,0.3,0.34709933,474.717
0.0,2e-05,0.0,0.4,0.5451065,480.3596
0.0,2e-05,0.0,0.5,0.51410425,482.18304
0.0,2e-05,0.0,0.6,0.49904108,481.93552
0.0,2e-05,0.0,0.7,0.5404032,489.31912
0.0,2e-05,0.0,0.8,0.4040962,489.22867
0.0,2e-05,0.0,0.9,0.44969013,481.987
0.0,2e-05,0.0,1.0,0.41700745,480.7499
1.28e-05,1.38e-05,1e-05,0.0,0.37253892,298.98465
1.28e-05,1.38e-05,1e-05,0.1,0.5947722,424.28928
1.28e-05,1.38e-05,1e-05,0.2,0.73830885,462.96664
1.28e-05,1.38e-05,1e-05,0.3,0.34697995,474.70844
1.28e-05,1.38e-05,1e-05,0.4,0.5451324,480.36993
1.28e-05,1.38e-05,1e-05,0.5,0.5141094,482.18765
1.28e-05,1.38e-05,1e-05,0.6,0.49890485,481.9466
1.28e-05,1.38e-05,1e-05,0.7,0.5403928,489.31995
1.28e-05,1.38e-05,1e-05,0.8,0.40409946,489.22818
1.28e-05,1.38e-05,1e-05,0.9,0.4497217,481.9898
1.28e-05,1.38e-05,1e-05,1.0,0.4169537,480.72302
0.0,0.0,0.0,0.0,0.37211,299.07547
0.0,0.0,0.0,0.1,0.594468,424.23746
0.0,0.0,0.0,0.2,0.7379713,462.85934
0.0,0.0,0.0,0.3,0.347119,474.7186
