X,Y,Z,t,V,T
0.0,2e-05,1e-05,0.0,1.0,300.0019999
0.0,2e-05,1e-05,0.1,1.0,361.275947
0.0,2e-05,1e-05,0.2,1.0,380.9069708
0.0,2e-05,1e-05,0.3,1.0,386.4881429
0.0,2e-05,1e-05,0.4,1.0,388.707289
0.0,2e-05,1e-05,0.5,1.0,389.6782326
0.0,2e-05,1e-05,0.6,1.0,389.9705175
0.0,2e-05,1e-05,0.7,1.0,390.0098297
0.0,2e-05,1e-05,0.8,1.0,390.002975
0.0,2e-05,1e-05,0.9,1.0,390.0079627
0.0,2e-05,1e-05,1.0,1.0,390.0129175
0.0,2e-05,0.0,0.0,1.0,300.0019999
0.0,2e-05,0.0,0.1,1.0,361.2759508
0.0,2e-05,0.0,0.2,1.0,380.9069758
0.0,2e-05,0.0,0.3,1.0,386.4881482
0.0,2e-05,0.0,0.4,1.0,388.7072945
0.0,2e-05,0.0,0.5,1.0,389.6782381
0.0,2e-05,0.0,0.6,1.0,389.9705231
0.0,2e-05,0.0,0.7,1.0,390.0098353
0.0,2e-05,0.0,0.8,1.0,390.0029806
0.0,2e-05,0.0,0.9,1.0,390.0079683
0.0,2e-05,0.0,1.0,1.0,390.0129231
1.28e-05,1.38e-05,1e-05,0.0,0.987159103,300.0019999
1.28e-05,1.38e-05,1e-05,0.1,0.987159103,361.2785715
1.28e-05,1.38e-05,1e-05,0.2,0.987159103,380.9104381
1.28e-05,1.38e-05,1e-05,0.3,0.987159103,386.4918497
1.28e-05,1.38e-05,1e-05,0.4,0.987159103,388.7110911
1.28e-05,1.38e-05,1e-05,0.5,0.987159103,389.6820763
1.28e-05,1.38e-05,1e-05,0.6,0.987159103,389.9743738
1.28e-05,1.38e-05,1e-05,0.7,0.987159103,390.0136877
1.28e-05,1.38e-05,1e-05,0.8,0.987159103,390.0068327
1.28e-05,1.38e-05,1e-05,0.9,0.987159103,390.0118206
1.28e-05,1.38e-05,1e-05,1.0,0.987159103,390.0167756
0.0,0.0,0.0,0.0,1.0,300.0019999
0.0,0.0,0.0,0.1,1.0,361.2710464
0.0,0.0,0.0,0.2,1.0,380.9004998
0.0,0.0,0.0,0.3,1.0,386.4812253
0.0,0.0,0.0,0.4,1.0,388.700194
0.0,0.0,0.0,0.5,1.0,389.6710598
0.0,0.0,0.0,0.6,1.0,389.9633214
0.0,0.0,0.0,0.7,1.0,390.0026305
0.0,0.0,0.0,0.8,1.0,389.9957763
0.0,0.0,0.0,0.9,1.0,390.0007636
0.0,0.0,0.0,1.0,1.0,390.005718
1.28e-05,1.38e-05,0.0,0.0,0.987152761,300.002
1.28e-05,1.38e-05,0.0,0.1,0.987152761,361.2785727
1.28e-05,1.38e-05,0.0,0.2,0.987152761,380.9104397
1.28e-05,1.38e-05,0.0,0.3,0.987152761,386.4918514
1.28e-05,1.38e-05,0.0,0.4,0.987152761,388.7110929
1.28e-05,1.38e-05,0.0,0.5,0.987152761,389.6820781
1.28e-05,1.38e-05,0.0,0.6,0.987152761,389.9743756
1.28e-05,1.38e-05,0.0,0.7,0.987152761,390.0136896
1.28e-05,1.38e-05,0.0,0.8,0.987152761,390.0068345
1.28e-05,1.38e-05,0.0,0.9,0.987152761,390.0118224
1.28e-05,1.38e-05,0.0,1.0,0.987152761,390.0167775
0.0,0.0,1e-05,0.0,1.0,300.0019999
0.0,0.0,1e-05,0.1,1.0,361.2710464
0.0,0.0,1e-05,0.2,1.0,380.9004998
0.0,0.0,1e-05,0.3,1.0,386.4812254
0.0,0.0,1e-05,0.4,1.0,388.700194
0.0,0.0,1e-05,0.5,1.0,389.6710599
0.0,0.0,1e-05,0.6,1.0,389.9633214
0.0,0.0,1e-05,0.7,1.0,390.0026305
0.0,0.0,1e-05,0.8,1.0,389.9957763
0.0,0.0,1e-05,0.9,1.0,390.0007636
0.0,0.0,1e-05,1.0,1.0,390.005718
2e-05,0.0,1e-05,0.0,0.98,300.0019999
2e-05,0.0,1e-05,0.1,0.98,361.2770353
2e-05,0.0,1e-05,0.2,0.98,380.9084125
2e-05,0.0,1e-05,0.3,0.98,386.4896849
2e-05,0.0,1e-05,0.4,0.98,388.708871
2e-05,0.0,1e-05,0.5,0.98,389.6798321
2e-05,0.0,1e-05,0.6,0.98,389.9721223
2e-05,0.0,1e-05,0.7,0.98,390.0114352
2e-05,0.0,1e-05,0.8,0.98,390.0045804
2e-05,0.0,1e-05,0.9,0.98,390.0095681
2e-05,0.0,1e-05,1.0,0.98,390.014523
2e-05,0.0,0.0,0.0,0.98,300.0019999
2e-05,0.0,0.0,0.1,0.98,361.2770353
2e-05,0.0,0.0,0.2,0.98,380.9084125
2e-05,0.0,0.0,0.3,0.98,386.4896849
2e-05,0.0,0.0,0.4,0.98,388.7088711
2e-05,0.0,0.0,0.5,0.98,389.6798321
2e-05,0.0,0.0,0.6,0.98,389.9721223
2e-05,0.0,0.0,0.7,0.98,390.0114352
2e-05,0.0,0.0,0.8,0.98,390.0045804
2e-05,0.0,0.0,0.9,0.98,390.0095681
2e-05,0.0,0.0,1.0,0.98,390.014523
0.0,4.01e-05,0.0,0.0,1.0,300.0019999
0.0,4.01e-05,0.0,0.1,1.0,361.2783998
0.0,4.01e-05,0.0,0.2,1.0,380.9102099
0.0,4.01e-05,0.0,0.3,1.0,386.4916054
0.0,4.01e-05,0.0,0.4,1.0,388.7108405
0.0,4.01e-05,0.0,0.5,1.0,389.6818229
0.0,4.01e-05,0.0,0.6,1.0,389.9741195
0.0,4.01e-05,0.0,0.7,1.0,390.0134334
0.0,4.01e-05,0.0,0.8,1.0,390.0065784
0.0,4.01e-05,0.0,0.9,1.0,390.0115662
0.0,4.01e-05,0.0,1.0,1.0,390.0165212
0.0,4e-05,1e-05,0.0,1.0,300.0019999
0.0,4e-05,1e-05,0.1,1.0,361.2783966
0.0,4e-05,1e-05,0.2,1.0,380.9102056
0.0,4e-05,1e-05,0.3,1.0,386.4916009
0.0,4e-05,1e-05,0.4,1.0,388.7108358
0.0,4e-05,1e-05,0.5,1.0,389.6818182
0.0,4e-05,1e-05,0.6,1.0,389.9741148
0.0,4e-05,1e-05,0.7,1.0,390.0134286
0.0,4e-05,1e-05,0.8,1.0,390.0065736
0.0,4e-05,1e-05,0.9,1.0,390.0115615
0.0,4e-05,1e-05,1.0,1.0,390.0165165
1.47e-05,3.02e-05,0.0,0.0,0.985253166,300.002
1.47e-05,3.02e-05,0.0,0.1,0.985253166,361.2819472
1.47e-05,3.02e-05,0.0,0.2,0.985253166,380.9148963
1.47e-05,3.02e-05,0.0,0.3,0.985253166,386.4966156
1.47e-05,3.02e-05,0.0,0.4,0.985253166,388.7159795
1.47e-05,3.02e-05,0.0,0.5,0.985253166,389.6870182
1.47e-05,3.02e-05,0.0,0.6,0.985253166,389.9793318
1.47e-05,3.02e-05,0.0,0.7,0.985253166,390.0186479
1.47e-05,3.02e-05,0.0,0.8,0.985253166,390.0117925
1.47e-05,3.02e-05,0.0,0.9,0.985253166,390.0167807
1.47e-05,3.02e-05,0.0,1.0,0.985253166,390.021736
1.48e-05,4.94e-05,0.0,0.0,0.985167734,300.002
1.48e-05,4.94e-05,0.0,0.1,0.985167734,361.2831701
1.48e-05,4.94e-05,0.0,0.2,0.985167734,380.9165112
1.48e-05,4.94e-05,0.0,0.3,0.985167734,386.498342
1.48e-05,4.94e-05,0.0,0.4,0.985167734,388.7177502
1.48e-05,4.94e-05,0.0,0.5,0.985167734,389.6888083
1.48e-05,4.94e-05,0.0,0.6,0.985167734,389.9811278
1.48e-05,4.94e-05,0.0,0.7,0.985167734,390.0204447
1.48e-05,4.94e-05,0.0,0.8,0.985167734,390.0135891
1.48e-05,4.94e-05,0.0,0.9,0.985167734,390.0185774
1.48e-05,4.94e-05,0.0,1.0,0.985167734,390.0235328
0.0,6.01e-05,0.0,0.0,1.0,300.0019999
0.0,6.01e-05,0.0,0.1,1.0,361.2783885
0.0,6.01e-05,0.0,0.2,1.0,380.910195
0.0,6.01e-05,0.0,0.3,1.0,386.4915895
0.0,6.01e-05,0.0,0.4,1.0,388.7108241
0.0,6.01e-05,0.0,0.5,1.0,389.6818064
0.0,6.01e-05,0.0,0.6,1.0,389.9741029
0.0,6.01e-05,0.0,0.7,1.0,390.0134168
0.0,6.01e-05,0.0,0.8,1.0,390.0065618
0.0,6.01e-05,0.0,0.9,1.0,390.0115496
0.0,6.01e-05,0.0,1.0,1.0,390.0165047
0.0,6e-05,1e-05,0.0,1.0,300.0019999
0.0,6e-05,1e-05,0.1,1.0,361.2783966
0.0,6e-05,1e-05,0.2,1.0,380.9102056
0.0,6e-05,1e-05,0.3,1.0,386.4916009
0.0,6e-05,1e-05,0.4,1.0,388.7108358
0.0,6e-05,1e-05,0.5,1.0,389.6818182
0.0,6e-05,1e-05,0.6,1.0,389.9741148
0.0,6e-05,1e-05,0.7,1.0,390.0134286
0.0,6e-05,1e-05,0.8,1.0,390.0065736
0.0,6e-05,1e-05,0.9,1.0,390.0115615
0.0,6e-05,1e-05,1.0,1.0,390.0165165
1.58e-05,4.94e-05,1e-05,0.0,0.98421414,300.002
1.58e-05,4.94e-05,1e-05,0.1,0.98421414,361.2834521
1.58e-05,4.94e-05,1e-05,0.2,0.98421414,380.916884
1.58e-05,4.94e-05,1e-05,0.3,0.98421414,386.4987406
1.58e-05,4.94e-05,1e-05,0.4,0.98421414,388.718159
1.58e-05,4.94e-05,1e-05,0.5,0.98421414,389.6892217
1.58e-05,4.94e-05,1e-05,0.6,0.98421414,389.9815425
1.58e-05,4.94e-05,1e-05,0.7,0.98421414,390.0208595
1.58e-05,4.94e-05,1e-05,0.8,0.98421414,390.014004
1.58e-05,4.94e-05,1e-05,0.9,0.98421414,390.0189923
1.58e-05,4.94e-05,1e-05,1.0,0.98421414,390.0239477
1.48e-05,3.02e-05,1e-05,0.0,0.985192051,300.002
1.48e-05,3.02e-05,1e-05,0.1,0.985192051,361.2819593
1.48e-05,3.02e-05,1e-05,0.2,0.985192051,380.9149123
1.48e-05,3.02e-05,1e-05,0.3,0.985192051,386.4966327
1.48e-05,3.02e-05,1e-05,0.4,0.985192051,388.715997
1.48e-05,3.02e-05,1e-05,0.5,0.985192051,389.6870359
1.48e-05,3.02e-05,1e-05,0.6,0.985192051,389.9793496
1.48e-05,3.02e-05,1e-05,0.7,0.985192051,390.0186657
1.48e-05,3.02e-05,1e-05,0.8,0.985192051,390.0118103
1.48e-05,3.02e-05,1e-05,0.9,0.985192051,390.0167985
1.48e-05,3.02e-05,1e-05,1.0,0.985192051,390.0217538
2.98e-05,1.76e-05,0.0,0.0,0.970175585,300.002
2.98e-05,1.76e-05,0.0,0.1,0.970175585,361.284314
2.98e-05,1.76e-05,0.0,0.2,0.970175585,380.9180293
2.98e-05,1.76e-05,0.0,0.3,0.970175585,386.4999664
2.98e-05,1.76e-05,0.0,0.4,0.970175585,388.7194169
2.98e-05,1.76e-05,0.0,0.5,0.970175585,389.6904936
2.98e-05,1.76e-05,0.0,0.6,0.970175585,389.9828186
2.98e-05,1.76e-05,0.0,0.7,0.970175585,390.0221362
2.98e-05,1.76e-05,0.0,0.8,0.970175585,390.0152806
2.98e-05,1.76e-05,0.0,0.9,0.970175585,390.0202689
2.98e-05,1.76e-05,0.0,1.0,0.970175585,390.0252244
3.09e-05,1.78e-05,1e-05,0.0,0.96907483,300.002
3.09e-05,1.78e-05,1e-05,0.1,0.96907483,361.28467
3.09e-05,1.78e-05,1e-05,0.2,0.96907483,380.9185001
3.09e-05,1.78e-05,1e-05,0.3,0.96907483,386.5004698
3.09e-05,1.78e-05,1e-05,0.4,0.96907483,388.7199333
3.09e-05,1.78e-05,1e-05,0.5,0.96907483,389.6910157
3.09e-05,1.78e-05,1e-05,0.6,0.96907483,389.9833424
3.09e-05,1.78e-05,1e-05,0.7,0.96907483,390.0226602
3.09e-05,1.78e-05,1e-05,0.8,0.96907483,390.0158045
3.09e-05,1.78e-05,1e-05,0.9,0.96907483,390.0207929
3.09e-05,1.78e-05,1e-05,1.0,0.96907483,390.0257485
4.02e-05,6.93e-06,5.05e-06,0.0,0.95978164,300.002
4.02e-05,6.93e-06,5.05e-06,0.1,0.95978164,361.2855539
4.02e-05,6.93e-06,5.05e-06,0.2,0.95978164,380.9196747
4.02e-05,6.93e-06,5.05e-06,0.3,0.95978164,386.501727
4.02e-05,6.93e-06,5.05e-06,0.4,0.95978164,388.7212235
4.02e-05,6.93e-06,5.05e-06,0.5,0.95978164,389.6923202
4.02e-05,6.93e-06,5.05e-06,0.6,0.95978164,389.9846512
4.02e-05,6.93e-06,5.05e-06,0.7,0.95978164,390.0239697
4.02e-05,6.93e-06,5.05e-06,0.8,0.95978164,390.0171139
4.02e-05,6.93e-06,5.05e-06,0.9,0.95978164,390.0221023
4.02e-05,6.93e-06,5.05e-06,1.0,0.95978164,390.0270579
4e-05,0.0,1e-05,0.0,0.96,300.0019999
4e-05,0.0,1e-05,0.1,0.96,361.2827506
4e-05,0.0,1e-05,0.2,0.96,380.915973
4e-05,0.0,1e-05,0.3,0.96,386.4977699
4e-05,0.0,1e-05,0.4,0.96,388.7171648
4e-05,0.0,1e-05,0.5,0.96,389.6882171
4e-05,0.0,1e-05,0.6,0.96,389.9805347
4e-05,0.0,1e-05,0.7,0.96,390.0198514
4e-05,0.0,1e-05,0.8,0.96,390.0129959
4e-05,0.0,1e-05,0.9,0.96,390.0179841
4e-05,0.0,1e-05,1.0,0.96,390.0229395
4e-05,0.0,0.0,0.0,0.96,300.0019999
4e-05,0.0,0.0,0.1,0.96,361.2827506
4e-05,0.0,0.0,0.2,0.96,380.915973
4e-05,0.0,0.0,0.3,0.96,386.4977699
4e-05,0.0,0.0,0.4,0.96,388.7171648
4e-05,0.0,0.0,0.5,0.96,389.688217
4e-05,0.0,0.0,0.6,0.96,389.9805347
