x,y,z,t,V,T
4.02e-05,6.93e-06,5.05e-06,0.2,0.46150383,389.73523
4.02e-05,6.93e-06,5.05e-06,0.3,0.46150705,389.73376
4.02e-05,6.93e-06,5.05e-06,0.4,0.46150845,389.73315
4.02e-05,6.93e-06,5.05e-06,0.5,0.4615088,389.73288
4.02e-05,6.93e-06,5.05e-06,0.6,0.46150914,389.73282
4.02e-05,6.93e-06,5.05e-06,0.7,0.46150932,389.73267
4.02e-05,6.93e-06,5.05e-06,0.8,0.4615094,389.73267
4.02e-05,6.93e-06,5.05e-06,0.9,0.4615094,389.73267
4.02e-05,6.93e-06,5.05e-06,1.0,0.46150947,389.73267
4e-05,0.0,1e-05,0.0,0.48572546,317.11554
4e-05,0.0,1e-05,0.1,0.4614958,389.71304
4e-05,0.0,1e-05,0.2,0.46150383,389.73523
4e-05,0.0,1e-05,0.3,0.46150705,389.73376
4e-05,0.0,1e-05,0.4,0.46150845,389.73315
4e-05,0.0,1e-05,0.5,0.4615088,389.73288
4e-05,0.0,1e-05,0.6,0.46150914,389.73282
4e-05,0.0,1e-05,0.7,0.46150932,389.73267
4e-05,0.0,1e-05,0.8,0.4615094,389.73267
4e-05,0.0,1e-05,0.9,0.4615094,389.73267
4e-05,0.0,1e-05,1.0,0.46150947,389.73267
4e-05,0.0,0.0,0.0,0.48573098,317.1084
4e-05,0.0,0.0,0.1,0.46149576,389.71304
4e-05,0.0,0.0,0.2,0.46150383,389.73523
4e-05,0.0,0.0,0.3,0.46150705,389.73376
4e-05,0.0,0.0,0.4,0.46150845,389.73315
4e-05,0.0,0.0,0.5,0.4615088,389.73288
4e-05,0.0,0.0,0.6,0.46150914,389.73282
4e-05,0.0,0.0,0.7,0.46150932,389.73267
4e-05,0.0,0.0,0.8,0.4615094,389.73267
4e-05,0.0,0.0,0.9,0.4615094,389.73267
4e-05,0.0,0.0,1.0,0.46150947,389.73267
0.0,8e-05,0.0,0.0,0.48571151,317.13223
0.0,8e-05,0.0,0.1,0.46149576,389.7131
0.0,8e-05,0.0,0.2,0.46150383,389.73523
0.0,8e-05,0.0,0.3,0.46150705,389.73376
0.0,8e-05,0.0,0.4,0.46150845,389.73315
0.0,8e-05,0.0,0.5,0.4615088,389.73288
0.0,8e-05,0.0,0.6,0.46150914,389.73282
0.0,8e-05,0.0,0.7,0.46150932,389.73267
0.0,8e-05,0.0,0.8,0.4615094,389.73267
0.0,8e-05,0.0,0.9,0.4615094,389.73267
0.0,8e-05,0.0,1.0,0.46150947,389.73267
0.0,8e-05,1e-05,0.0,0.4857057,317.1394
0.0,8e-05,1e-05,0.1,0.46149576,389.7131
0.0,8e-05,1e-05,0.2,0.46150383,389.73523
0.0,8e-05,1e-05,0.3,0.46150705,389.73376
0.0,8e-05,1e-05,0.4,0.46150845,389.73315
0.0,8e-05,1e-05,0.5,0.4615088,389.73288
0.0,8e-05,1e-05,0.6,0.46150914,389.73282
0.0,8e-05,1e-05,0.7,0.46150932,389.73267
0.0,8e-05,1e-05,0.8,0.4615094,389.73267
0.0,8e-05,1e-05,0.9,0.4615094,389.73267
0.0,8e-05,1e-05,1.0,0.46150947,389.73267
1.49e-05,8.68e-05,0.0,0.0,0.48571023,317.13394
1.49e-05,8.68e-05,0.0,0.1,0.46149576,389.7131
1.49e-05,8.68e-05,0.0,0.2,0.46150383,389.73523
1.49e-05,8.68e-05,0.0,0.3,0.46150705,389.73376
1.49e-05,8.68e-05,0.0,0.4,0.46150845,389.73315
1.49e-05,8.68e-05,0.0,0.5,0.4615088,389.73288
1.49e-05,8.68e-05,0.0,0.6,0.46150914,389.73282
1.49e-05,8.68e-05,0.0,0.7,0.46150932,389.73267
1.49e-05,8.68e-05,0.0,0.8,0.4615094,389.73267
1.49e-05,8.68e-05,0.0,0.9,0.4615094,389.73267
1.49e-05,8.68e-05,0.0,1.0,0.46150947,389.73267
0.0,1e-04,0.0,0.0,0.48570666,317.138
0.0,1e-04,0.0,0.1,0.46149576,389.7131
0.0,1e-04,0.0,0.2,0.46150383,389.73523
0.0,1e-04,0.0,0.3,0.46150705,389.73376
0.0,1e-04,0.0,0.4,0.46150845,389.73315
0.0,1e-04,0.0,0.5,0.4615088,389.73288
0.0,1e-04,0.0,0.6,0.46150914,389.73282
0.0,1e-04,0.0,0.7,0.46150932,389.73267
0.0,1e-04,0.0,0.8,0.4615094,389.73267
0.0,1e-04,0.0,0.9,0.4615094,389.73267
0.0,1e-04,0.0,1.0,0.46150947,389.73267
0.0,1e-04,1e-05,0.0,0.48570105,317.14536
0.0,1e-04,1e-05,0.1,0.46149576,389.7131
0.0,1e-04,1e-05,0.2,0.46150383,389.73523
0.0,1e-04,1e-05,0.3,0.46150705,389.73376
0.0,1e-04,1e-05,0.4,0.46150842,389.73315
0.0,1e-04,1e-05,0.5,0.4615088,389.73288
0.0,1e-04,1e-05,0.6,0.46150914,389.73282
0.0,1e-04,1e-05,0.7,0.46150932,389.73267
0.0,1e-04,1e-05,0.8,0.4615094,389.73267
0.0,1e-04,1e-05,0.9,0.4615094,389.73267
0.0,1e-04,1e-05,1.0,0.46150947,389.73267
1.5e-05,8.68e-05,1e-05,0.0,0.4857045,317.14133
1.5e-05,8.68e-05,1e-05,0.1,0.46149576,389.7131
1.5e-05,8.68e-05,1e-05,0.2,0.46150383,389.73523
1.5e-05,8.68e-05,1e-05,0.3,0.46150705,389.73376
1.5e-05,8.68e-05,1e-05,0.4,0.46150845,389.73315
1.5e-05,8.68e-05,1e-05,0.5,0.4615088,389.73288
1.5e-05,8.68e-05,1e-05,0.6,0.46150914,389.73282
1.5e-05,8.68e-05,1e-05,0.7,0.46150932,389.73267
1.5e-05,8.68e-05,1e-05,0.8,0.4615094,389.73267
1.5e-05,8.68e-05,1e-05,0.9,0.4615094,389.73267
1.5e-05,8.68e-05,1e-05,1.0,0.46150947,389.73267
1.78e-05,6.9e-05,0.0,0.0,0.48571438,317.12875
1.78e-05,6.9e-05,0.0,0.1,0.4614958,389.71307
1.78e-05,6.9e-05,0.0,0.2,0.46150383,389.73523
1.78e-05,6.9e-05,0.0,0.3,0.46150705,389.73376
1.78e-05,6.9e-05,0.0,0.4,0.46150845,389.73315
1.78e-05,6.9e-05,0.0,0.5,0.4615088,389.73288
1.78e-05,6.9e-05,0.0,0.6,0.46150914,389.73282
1.78e-05,6.9e-05,0.0,0.7,0.46150932,389.73267
1.78e-05,6.9e-05,0.0,0.8,0.4615094,389.73267
1.78e-05,6.9e-05,0.0,0.9,0.4615094,389.73267
1.78e-05,6.9e-05,0.0,1.0,0.46150947,389.73267
1.82e-05,6.9e-05,1e-05,0.0,0.48570865,317.136
1.82e-05,6.9e-05,1e-05,0.1,0.46149576,389.7131
1.82e-05,6.9e-05,1e-05,0.2,0.46150383,389.73523
1.82e-05,6.9e-05,1e-05,0.3,0.46150705,389.73376
1.82e-05,6.9e-05,1e-05,0.4,0.46150845,389.73315
1.82e-05,6.9e-05,1e-05,0.5,0.4615088,389.73288
1.82e-05,6.9e-05,1e-05,0.6,0.46150914,389.73282
1.82e-05,6.9e-05,1e-05,0.7,0.46150932,389.73267
1.82e-05,6.9e-05,1e-05,0.8,0.4615094,389.73267
1.82e-05,6.9e-05,1e-05,0.9,0.4615094,389.73267
1.82e-05,6.9e-05,1e-05,1.0,0.46150947,389.73267
2.9e-05,5.47e-05,0.0,0.0,0.48571795,317.12445
2.9e-05,5.47e-05,0.0,0.1,0.4614958,389.71304
2.9e-05,5.47e-05,0.0,0.2,0.46150383,389.73523
2.9e-05,5.47e-05,0.0,0.3,0.46150705,389.73376
2.9e-05,5.47e-05,0.0,0.4,0.46150845,389.73315
2.9e-05,5.47e-05,0.0,0.5,0.4615088,389.73288
2.9e-05,5.47e-05,0.0,0.6,0.46150914,389.73282
2.9e-05,5.47e-05,0.0,0.7,0.46150932,389.73267
2.9e-05,5.47e-05,0.0,0.8,0.4615094,389.73267
2.9e-05,5.47e-05,0.0,0.9,0.4615094,389.73267
2.9e-05,5.47e-05,0.0,1.0,0.46150947,389.73267
3.04e-05,3.9e-05,0.0,0.0,0.4857218,317.1199
3.04e-05,3.9e-05,0.0,0.1,0.4614958,389.71304
3.04e-05,3.9e-05,0.0,0.2,0.46150383,389.73523
3.04e-05,3.9e-05,0.0,0.3,0.46150705,389.73376
3.04e-05,3.9e-05,0.0,0.4,0.46150845,389.73315
3.04e-05,3.9e-05,0.0,0.5,0.4615088,389.73288
3.04e-05,3.9e-05,0.0,0.6,0.46150914,389.73282
3.04e-05,3.9e-05,0.0,0.7,0.46150932,389.73267
3.04e-05,3.9e-05,0.0,0.8,0.4615094,389.73267
3.04e-05,3.9e-05,0.0,0.9,0.4615094,389.73267
3.04e-05,3.9e-05,0.0,1.0,0.46150947,389.73267
3e-05,5.43e-05,1e-05,0.0,0.48571247,317.13153
3e-05,5.43e-05,1e-05,0.1,0.46149576,389.71307
3e-05,5.43e-05,1e-05,0.2,0.46150383,389.73523
3e-05,5.43e-05,1e-05,0.3,0.46150705,389.73376
3e-05,5.43e-05,1e-05,0.4,0.46150845,389.73315
3e-05,5.43e-05,1e-05,0.5,0.4615088,389.73288
3e-05,5.43e-05,1e-05,0.6,0.46150914,389.73282
3e-05,5.43e-05,1e-05,0.7,0.46150932,389.73267
3e-05,5.43e-05,1e-05,0.8,0.4615094,389.73267
3e-05,5.43e-05,1e-05,0.9,0.4615094,389.73267
3e-05,5.43e-05,1e-05,1.0,0.46150947,389.73267
3.04e-05,3.9e-05,1e-05,0.0,0.48571602,317.12708
3.04e-05,3.9e-05,1e-05,0.1,0.4614958,389.71307
3.04e-05,3.9e-05,1e-05,0.2,0.46150383,389.73523
3.04e-05,3.9e-05,1e-05,0.3,0.46150705,389.73376
3.04e-05,3.9e-05,1e-05,0.4,0.46150845,389.73315
3.04e-05,3.9e-05,1e-05,0.5,0.4615088,389.73288
3.04e-05,3.9e-05,1e-05,0.6,0.46150914,389.73282
3.04e-05,3.9e-05,1e-05,0.7,0.46150932,389.73267
3.04e-05,3.9e-05,1e-05,0.8,0.4615094,389.73267
3.04e-05,3.9e-05,1e-05,0.9,0.4615094,389.73267
3.04e-05,3.9e-05,1e-05,1.0,0.46150947,389.73267
4.46e-05,3.16e-05,0.0,0.0,0.48572373,317.1175
4.46e-05,3.16e-05,0.0,0.1,0.4614958,389.71304
4.46e-05,3.16e-05,0.0,0.2,0.46150383,389.73523
4.46e-05,3.16e-05,0.0,0.3,0.46150705,389.73376
4.46e-05,3.16e-05,0.0,0.4,0.46150845,389.73315
4.46e-05,3.16e-05,0.0,0.5,0.4615088,389.73288
4.46e-05,3.16e-05,0.0,0.6,0.46150914,389.73282
4.46e-05,3.16e-05,0.0,0.7,0.46150932,389.73267
4.46e-05,3.16e-05,0.0,0.8,0.4615094,389.73267
4.46e-05,3.16e-05,0.0,0.9,0.4615094,389.73267
4.46e-05,3.16e-05,0.0,1.0,0.46150947,389.73267
4.45e-05,3.15e-05,1e-05,0.0,0.4857182,317.1247
4.45e-05,3.15e-05,1e-05,0.1,0.4614958,389.71304
4.45e-05,3.15e-05,1e-05,0.2,0.46150383,389.73523
4.45e-05,3.15e-05,1e-05,0.3,0.46150705,389.73376
4.45e-05,3.15e-05,1e-05,0.4,0.46150845,389.73315
4.45e-05,3.15e-05,1e-05,0.5,0.4615088,389.73288
4.45e-05,3.15e-05,1e-05,0.6,0.46150914,389.73282
4.45e-05,3.15e-05,1e-05,0.7,0.46150932,389.73267
4.45e-05,3.15e-05,1e-05,0.8,0.4615094,389.73267
4.45e-05,3.15e-05,1e-05,0.9,0.4615094,389.73267
4.45e-05,3.15e-05,1e-05,1.0,0.46150947,389.73267
5.1e-05,1.68e-05,1e-05,0.0,0.48572183,317.12033
5.1e-05,1.68e-05,1e-05,0.1,0.4614958,389.71304
5.1e-05,1.68e-05,1e-05,0.2,0.46150383,389.73523
5.1e-05,1.68e-05,1e-05,0.3,0.46150705,389.73376
5.1e-05,1.68e-05,1e-05,0.4,0.46150845,389.73315
5.1e-05,1.68e-05,1e-05,0.5,0.4615088,389.73288
5.1e-05,1.68e-05,1e-05,0.6,0.46150914,389.73282
5.1e-05,1.68e-05,1e-05,0.7,0.46150932,389.73267
5.1e-05,1.68e-05,1e-05,0.8,0.4615094,389.73267
5.1e-05,1.68e-05,1e-05,0.9,0.4615094,389.73267
5.1e-05,1.68e-05,1e-05,1.0,0.46150947,389.73267
5.1e-05,1.68e-05,0.0,0.0,0.4857273,317.11307
5.1e-05,1.68e-05,0.0,0.1,0.46149576,389.71304
5.1e-05,1.68e-05,0.0,0.2,0.46150383,389.73523
5.1e-05,1.68e-05,0.0,0.3,0.46150705,389.73376
5.1e-05,1.68e-05,0.0,0.4,0.46150845,389.73315
5.1e-05,1.68e-05,0.0,0.5,0.4615088,389.73288
5.1e-05,1.68e-05,0.0,0.6,0.46150914,389.73282
5.1e-05,1.68e-05,0.0,0.7,0.46150932,389.73267
5.1e-05,1.68e-05,0.0,0.8,0.4615094,389.73267
5.1e-05,1.68e-05,0.0,0.9,0.4615094,389.73267
5.1e-05,1.68e-05,0.0,1.0,0.46150947,389.73267
6e-05,0.0,1e-05,0.0,0.48572582,317.1153
6e-05,0.0,1e-05,0.1,0.46149576,389.71304
6e-05,0.0,1e-05,0.2,0.46150383,389.73523
6e-05,0.0,1e-05,0.3,0.46150705,389.73376
6e-05,0.0,1e-05,0.4,0.46150845,389.73315
6e-05,0.0,1e-05,0.5,0.4615088,389.73288
6e-05,0.0,1e-05,0.6,0.46150914,389.73282
6e-05,0.0,1e-05,0.7,0.46150932,389.73267
6e-05,0.0,1e-05,0.8,0.4615094,389.73267
6e-05,0.0,1e-05,0.9,0.4615094,389.73267
6e-05,0.0,1e-05,1.0,0.46150947,389.73267
6e-05,0.0,0.0,0.0,0.4857315,317.10806
6e-05,0.0,0.0,0.1,0.46149576,389.71304
6e-05,0.0,0.0,0.2,0.46150383,389.73523
6e-05,0.0,0.0,0.3,0.46150705,389.73376
6e-05,0.0,0.0,0.4,0.46150845,389.73315
6e-05,0.0,0.0,0.5,0.4615088,389.73288
6e-05,0.0,0.0,0.6,0.46150914,389.73282
6e-05,0.0,0.0,0.7,0.46150932,389.73267
6e-05,0.0,0.0,0.8,0.4615094,389.73267
6e-05,0.0,0.0,0.9,0.4615094,389.73267
6e-05,0.0,0.0,1.0,0.46150947,389.73267
2e-05,1e-04,0.0,0.0,0.4857072,317.13773
2e-05,1e-04,0.0,0.1,0.46149576,389.7131
2e-05,1e-04,0.0,0.2,0.46150383,389.73523
2e-05,1e-04,0.0,0.3,0.46150705,389.73376
2e-05,1e-04,0.0,0.4,0.46150845,389.73315
2e-05,1e-04,0.0,0.5,0.4615088,389.73288
2e-05,1e-04,0.0,0.6,0.46150914,389.73282
2e-05,1e-04,0.0,0.7,0.46150932,389.73267
2e-05,1e-04,0.0,0.8,0.4615094,389.73267
2e-05,1e-04,0.0,0.9,0.4615094,389.73267
2e-05,1e-04,0.0,1.0,0.46150947,389.73267
2e-05,1e-04,1e-05,0.0,0.4857014,317.14517
2e-05,1e-04,1e-05,0.1,0.46149576,389.7131
2e-05,1e-04,1e-05,0.2,0.46150383,389.73523
2e-05,1e-04,1e-05,0.3,0.46150705,389.73376
2e-05,1e-04,1e-05,0.4,0.46150845,389.73315
2e-05,1e-04,1e-05,0.5,0.4615088,389.73288
2e-05,1e-04,1e-05,0.6,0.46150914,389.73282
